# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "15" "-p" "-s" "2" "-a" "assembly/DV3.gff" "-t" "CDS" "-g" "ID" "-o" "DV3/featureCount_DV3.txt" "DV3/DV3_rep1_rna_map.sorted.bam" "DV3/DV3_rep2_rna_map.sorted.bam" "DV3/DV3_rep3_rna_map.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	DV3/DV3_rep1_rna_map.sorted.bam	DV3/DV3_rep2_rna_map.sorted.bam	DV3/DV3_rep3_rna_map.sorted.bam
LGFCPJMF_04772	contig_1_pilon	5365503	5366798	-	1296	0	0	0
LGFCPJMF_04774	contig_1_pilon	5368504	5369163	-	660	1	7	0
LGFCPJMF_04775	contig_1_pilon	5369227	5370447	-	1221	43	18	60
LGFCPJMF_04776	contig_1_pilon	5370595	5371581	+	987	719	426	921
LGFCPJMF_04777	contig_1_pilon	5371644	5372180	-	537	25	8	44
LGFCPJMF_04778	contig_1_pilon	5372383	5373039	-	657	58	91	96
LGFCPJMF_04779	contig_1_pilon	5373338	5374108	+	771	441	206	644
LGFCPJMF_04780	contig_1_pilon	5374200	5374673	-	474	4	16	0
LGFCPJMF_04781	contig_1_pilon	5374852	5376522	-	1671	124	102	152
LGFCPJMF_04782	contig_1_pilon	5376752	5377396	-	645	533	683	1116
LGFCPJMF_04783	contig_1_pilon	5377628	5378386	+	759	6	7	3
LGFCPJMF_04784	contig_1_pilon	5378627	5379208	+	582	3	8	0
LGFCPJMF_04785	contig_1_pilon	5379256	5379918	-	663	11	16	4
LGFCPJMF_04786	contig_1_pilon	5380075	5381130	-	1056	26	19	79
LGFCPJMF_04787	contig_1_pilon	5381404	5383455	+	2052	881	761	1603
LGFCPJMF_04788	contig_1_pilon	5383499	5384098	-	600	46	15	58
LGFCPJMF_04789	contig_1_pilon	5384166	5384939	+	774	476	195	1413
LGFCPJMF_04790	contig_1_pilon	5384936	5385463	+	528	217	125	530
LGFCPJMF_04791	contig_1_pilon	5385490	5385873	-	384	81	62	36
LGFCPJMF_04792	contig_1_pilon	5385892	5386356	-	465	26	38	30
LGFCPJMF_04793	contig_1_pilon	5386556	5387026	+	471	42	28	64
LGFCPJMF_04794	contig_1_pilon	5387217	5387531	+	315	2	8	0
LGFCPJMF_04795	contig_1_pilon	5387630	5389240	-	1611	25	48	34
LGFCPJMF_04796	contig_1_pilon	5389666	5390232	+	567	8	10	0
LGFCPJMF_04797	contig_1_pilon	5390438	5391439	+	1002	5	8	0
LGFCPJMF_04798	contig_1_pilon	5391474	5392568	-	1095	16	8	0
LGFCPJMF_04799	contig_1_pilon	5392561	5393244	-	684	11	9	36
LGFCPJMF_04800	contig_1_pilon	5393326	5394972	+	1647	30	35	62
LGFCPJMF_04801	contig_1_pilon	5394969	5395322	+	354	9	6	0
LGFCPJMF_04802	contig_1_pilon	5395379	5396089	-	711	2	2	0
LGFCPJMF_04803	contig_1_pilon	5396406	5396867	-	462	0	6	0
LGFCPJMF_04804	contig_1_pilon	5396858	5397478	-	621	11	24	14
LGFCPJMF_04805	contig_1_pilon	5397715	5398947	-	1233	4	11	28
LGFCPJMF_04806	contig_1_pilon	5399258	5400427	+	1170	30	20	34
LGFCPJMF_04807	contig_1_pilon	5400439	5400996	-	558	6	10	30
LGFCPJMF_04808	contig_1_pilon	5401181	5401714	+	534	62	41	204
LGFCPJMF_04809	contig_1_pilon	5401821	5402021	+	201	34	25	4
LGFCPJMF_04810	contig_1_pilon	5402118	5402564	-	447	0	0	0
LGFCPJMF_04811	contig_1_pilon	5402903	5403406	+	504	2	8	0
LGFCPJMF_04812	contig_1_pilon	5403336	5404298	-	963	6	8	42
LGFCPJMF_04813	contig_1_pilon	5404295	5406178	-	1884	17	10	52
LGFCPJMF_04814	contig_1_pilon	5406175	5407374	-	1200	15	6	0
LGFCPJMF_04815	contig_1_pilon	5407371	5408114	-	744	12	6	24
LGFCPJMF_04816	contig_1_pilon	5408114	5409433	-	1320	48	32	59
LGFCPJMF_04817	contig_1_pilon	5409897	5410970	-	1074	8	20	24
LGFCPJMF_04818	contig_1_pilon	5411164	5412618	+	1455	0	6	0
LGFCPJMF_04819	contig_1_pilon	5412626	5412910	+	285	2	0	6
LGFCPJMF_04820	contig_1_pilon	5413072	5415708	+	2637	44	94	178
LGFCPJMF_04821	contig_1_pilon	5415834	5415947	+	114	253	117	81
LGFCPJMF_04822	contig_1_pilon	5416063	5417769	+	1707	10	2	16
LGFCPJMF_04823	contig_1_pilon	5417762	5419648	+	1887	4	2	28
LGFCPJMF_04824	contig_1_pilon	5419490	5420107	-	618	372	339	136
LGFCPJMF_04825	contig_1_pilon	5420286	5420918	-	633	38	36	34
LGFCPJMF_04826	contig_1_pilon	5421213	5422625	+	1413	34	31	62
LGFCPJMF_04827	contig_1_pilon	5422720	5423532	+	813	8	12	4
LGFCPJMF_04828	contig_1_pilon	5423529	5424599	+	1071	4	14	10
LGFCPJMF_04829	contig_1_pilon	5424627	5424956	-	330	43	91	59
LGFCPJMF_04830	contig_1_pilon	5425038	5425841	+	804	37	72	108
LGFCPJMF_04831	contig_1_pilon	5425873	5426184	-	312	2	0	0
LGFCPJMF_04832	contig_1_pilon	5426445	5427455	-	1011	2	6	8
LGFCPJMF_04833	contig_1_pilon	5427639	5428493	-	855	73	98	112
LGFCPJMF_04834	contig_1_pilon	5428673	5429650	-	978	10	22	50
LGFCPJMF_04835	contig_1_pilon	5429672	5430322	-	651	27	30	9
LGFCPJMF_04836	contig_1_pilon	5430669	5432891	+	2223	4	10	8
LGFCPJMF_04837	contig_1_pilon	5432921	5434117	+	1197	8	3	0
LGFCPJMF_04838	contig_1_pilon	5434247	5435695	+	1449	166	147	297
LGFCPJMF_04839	contig_1_pilon	5435688	5436479	+	792	10	8	33
LGFCPJMF_04840	contig_1_pilon	5436493	5436975	+	483	11	7	5
LGFCPJMF_04841	contig_1_pilon	5436998	5437654	-	657	33	22	129
LGFCPJMF_04842	contig_1_pilon	5437747	5438307	-	561	2	5	22
LGFCPJMF_04843	contig_1_pilon	5438342	5439343	+	1002	0	6	0
LGFCPJMF_04844	contig_1_pilon	5439334	5440176	-	843	16	6	0
LGFCPJMF_04845	contig_1_pilon	5440195	5440401	-	207	0	0	0
LGFCPJMF_04846	contig_1_pilon	5440516	5441844	+	1329	504	621	690
LGFCPJMF_04847	contig_1_pilon	5441848	5442504	-	657	50	74	108
LGFCPJMF_04848	contig_1_pilon	5442605	5443270	-	666	15	10	16
LGFCPJMF_04849	contig_1_pilon	5443314	5444687	-	1374	2	22	18
LGFCPJMF_04850	contig_1_pilon	5445070	5445936	+	867	26	29	30
LGFCPJMF_04851	contig_1_pilon	5446007	5447092	+	1086	6	17	12
LGFCPJMF_04852	contig_1_pilon	5447157	5448110	+	954	11	5	0
LGFCPJMF_04853	contig_1_pilon	5448141	5449010	-	870	10	11	1
LGFCPJMF_04854	contig_1_pilon	5449138	5449302	-	165	3	3	9
LGFCPJMF_04855	contig_1_pilon	5449434	5450804	-	1371	12	7	15
LGFCPJMF_04856	contig_1_pilon	5451072	5451938	+	867	139	80	225
LGFCPJMF_04857	contig_1_pilon	5451989	5452678	+	690	174	172	346
LGFCPJMF_04858	contig_1_pilon	5452682	5453866	+	1185	35	39	38
LGFCPJMF_04859	contig_1_pilon	5454190	5456241	+	2052	4	0	0
LGFCPJMF_04860	contig_1_pilon	5456281	5456958	-	678	151	87	93
LGFCPJMF_04861	contig_1_pilon	5457005	5457802	-	798	2	2	38
LGFCPJMF_04862	contig_1_pilon	5457916	5459379	+	1464	91	80	367
LGFCPJMF_04863	contig_1_pilon	5459489	5460178	-	690	51	43	118
LGFCPJMF_04864	contig_1_pilon	5460192	5460992	-	801	14	14	26
LGFCPJMF_04865	contig_1_pilon	5461898	5462881	+	984	22	9	11
LGFCPJMF_04866	contig_1_pilon	5462859	5465111	-	2253	70	75	269
LGFCPJMF_04867	contig_1_pilon	5465394	5465837	-	444	5	2	11
LGFCPJMF_04868	contig_1_pilon	5465843	5466043	-	201	0	0	0
LGFCPJMF_04869	contig_1_pilon	5466103	5466477	-	375	0	1	0
LGFCPJMF_04870	contig_1_pilon	5466474	5466854	-	381	0	0	0
LGFCPJMF_04871	contig_1_pilon	5467047	5468276	+	1230	60	107	166
LGFCPJMF_04872	contig_1_pilon	5468257	5468919	-	663	234	299	503
LGFCPJMF_04873	contig_1_pilon	5469179	5469466	+	288	144	134	185
LGFCPJMF_04874	contig_1_pilon	5469571	5469792	+	222	110	96	133
LGFCPJMF_04875	contig_1_pilon	5470123	5470749	-	627	5	0	0
LGFCPJMF_04876	contig_1_pilon	5470746	5471096	-	351	5	6	0
LGFCPJMF_04877	contig_1_pilon	5471109	5471369	-	261	14	11	0
LGFCPJMF_04878	contig_1_pilon	5471415	5472347	-	933	2	9	12
LGFCPJMF_04879	contig_1_pilon	5472350	5472589	-	240	0	4	0
LGFCPJMF_04880	contig_1_pilon	5472645	5472788	-	144	3	0	8
LGFCPJMF_04881	contig_1_pilon	5472799	5473563	-	765	0	12	8
LGFCPJMF_04882	contig_1_pilon	5473563	5474690	-	1128	18	8	3
LGFCPJMF_04883	contig_1_pilon	5474687	5475694	-	1008	10	2	38
LGFCPJMF_04884	contig_1_pilon	5475706	5476575	-	870	0	4	10
LGFCPJMF_04885	contig_1_pilon	5476586	5481400	-	4815	8	6	18
LGFCPJMF_04886	contig_1_pilon	5481406	5481672	-	267	0	0	0
LGFCPJMF_04887	contig_1_pilon	5481711	5482229	-	519	0	2	0
LGFCPJMF_04888	contig_1_pilon	5482229	5482708	-	480	14	4	0
LGFCPJMF_04889	contig_1_pilon	5482770	5483099	-	330	0	1	0
LGFCPJMF_04890	contig_1_pilon	5483112	5483516	-	405	0	2	0
LGFCPJMF_04891	contig_1_pilon	5483513	5483899	-	387	0	0	4
LGFCPJMF_04892	contig_1_pilon	5483896	5484303	-	408	0	2	0
LGFCPJMF_04893	contig_1_pilon	5484300	5484881	-	582	6	9	39
LGFCPJMF_04894	contig_1_pilon	5484897	5485145	-	249	8	0	19
LGFCPJMF_04895	contig_1_pilon	5485158	5485565	-	408	17	5	76
LGFCPJMF_04896	contig_1_pilon	5485585	5486547	-	963	47	52	47
LGFCPJMF_04897	contig_1_pilon	5486599	5487174	-	576	0	0	1
LGFCPJMF_04898	contig_1_pilon	5487225	5488226	-	1002	1	0	0
LGFCPJMF_04899	contig_1_pilon	5488230	5489603	-	1374	8	2	0
LGFCPJMF_04900	contig_1_pilon	5489620	5491248	-	1629	4	10	0
LGFCPJMF_04901	contig_1_pilon	5491235	5491705	-	471	0	0	0
LGFCPJMF_04902	contig_1_pilon	5491863	5492138	-	276	4	2	0
LGFCPJMF_04903	contig_1_pilon	5492141	5492329	-	189	0	1	0
LGFCPJMF_04904	contig_1_pilon	5492326	5492685	-	360	19	8	14
LGFCPJMF_04905	contig_1_pilon	5492737	5492979	+	243	12	4	0
LGFCPJMF_04906	contig_1_pilon	5493084	5493281	-	198	64	56	296
LGFCPJMF_04907	contig_1_pilon	5493415	5493816	-	402	105	133	125
LGFCPJMF_04908	contig_1_pilon	5493963	5494334	-	372	330	455	298
LGFCPJMF_04909	contig_1_pilon	5494482	5494865	-	384	30	49	22
LGFCPJMF_04910	contig_1_pilon	5495017	5495385	-	369	12	35	2
LGFCPJMF_04911	contig_1_pilon	5495534	5495743	-	210	22	8	0
LGFCPJMF_04912	contig_1_pilon	5495929	5496051	-	123	1	0	0
LGFCPJMF_04913	contig_1_pilon	5496048	5496197	-	150	0	0	0
LGFCPJMF_04914	contig_1_pilon	5496344	5497195	-	852	0	4	0
LGFCPJMF_04915	contig_1_pilon	5497192	5497692	-	501	4	3	5
LGFCPJMF_04916	contig_1_pilon	5497689	5498069	-	381	14	2	0
LGFCPJMF_04917	contig_1_pilon	5498317	5498484	-	168	0	0	1
LGFCPJMF_04918	contig_1_pilon	5498486	5499931	-	1446	2	0	0
LGFCPJMF_04919	contig_1_pilon	5499994	5500242	-	249	0	0	0
LGFCPJMF_04920	contig_1_pilon	5500239	5500577	-	339	0	0	0
LGFCPJMF_04921	contig_1_pilon	5500574	5500996	-	423	0	2	0
LGFCPJMF_04922	contig_1_pilon	5501168	5501398	+	231	10	26	40
LGFCPJMF_04923	contig_1_pilon	5501977	5502318	-	342	21	8	48
LGFCPJMF_04924	contig_1_pilon	5502372	5502863	-	492	44	43	120
LGFCPJMF_04925	contig_1_pilon	5503179	5503958	+	780	2	2	0
LGFCPJMF_04926	contig_1_pilon	5504007	5504351	-	345	20	17	24
LGFCPJMF_04927	contig_1_pilon	5504479	5505471	-	993	13	27	28
LGFCPJMF_04928	contig_1_pilon	5505568	5505876	-	309	2	10	0
LGFCPJMF_04929	contig_1_pilon	5505881	5506660	-	780	10	0	14
LGFCPJMF_04930	contig_1_pilon	5506650	5506937	-	288	0	1	2
LGFCPJMF_04931	contig_1_pilon	5507073	5507189	-	117	4	1	0
LGFCPJMF_04932	contig_1_pilon	5507189	5507347	-	159	0	0	0
LGFCPJMF_04933	contig_1_pilon	5507347	5507931	-	585	10	8	0
LGFCPJMF_04934	contig_1_pilon	5507924	5508154	-	231	4	1	0
LGFCPJMF_04935	contig_1_pilon	5508151	5508384	-	234	0	0	0
LGFCPJMF_04936	contig_1_pilon	5508381	5509040	-	660	0	0	0
LGFCPJMF_04937	contig_1_pilon	5509037	5509246	-	210	0	0	0
LGFCPJMF_04938	contig_1_pilon	5509243	5509554	-	312	0	0	10
LGFCPJMF_04939	contig_1_pilon	5509551	5510258	-	708	0	1	0
LGFCPJMF_04940	contig_1_pilon	5510255	5511238	-	984	6	0	0
LGFCPJMF_04941	contig_1_pilon	5511274	5511621	-	348	2	0	0
LGFCPJMF_04942	contig_1_pilon	5511667	5511957	-	291	0	0	0
LGFCPJMF_04943	contig_1_pilon	5511954	5512355	-	402	0	0	12
LGFCPJMF_04944	contig_1_pilon	5512352	5513143	-	792	0	0	4
LGFCPJMF_04945	contig_1_pilon	5513140	5513526	-	387	0	0	0
LGFCPJMF_04946	contig_1_pilon	5513523	5513717	-	195	0	0	0
LGFCPJMF_04947	contig_1_pilon	5513714	5513992	-	279	0	0	0
LGFCPJMF_04948	contig_1_pilon	5513989	5514273	-	285	4	2	0
LGFCPJMF_04949	contig_1_pilon	5514270	5515103	-	834	4	2	0
LGFCPJMF_04950	contig_1_pilon	5515100	5515993	-	894	2	0	0
LGFCPJMF_04951	contig_1_pilon	5515990	5516448	-	459	0	0	0
LGFCPJMF_04952	contig_1_pilon	5516441	5516656	-	216	0	0	0
LGFCPJMF_04953	contig_1_pilon	5516653	5517258	-	606	0	2	0
LGFCPJMF_04954	contig_1_pilon	5517255	5517686	-	432	0	0	0
LGFCPJMF_04955	contig_1_pilon	5517683	5517916	-	234	0	0	0
LGFCPJMF_04956	contig_1_pilon	5517913	5518089	-	177	0	0	0
LGFCPJMF_04957	contig_1_pilon	5518086	5518325	-	240	0	0	0
LGFCPJMF_04958	contig_1_pilon	5518322	5518564	-	243	1	0	0
LGFCPJMF_04959	contig_1_pilon	5518564	5518920	-	357	0	4	0
LGFCPJMF_04960	contig_1_pilon	5518917	5520251	-	1335	0	0	0
LGFCPJMF_04961	contig_1_pilon	5520442	5520753	-	312	0	0	0
LGFCPJMF_04962	contig_1_pilon	5520746	5521258	-	513	0	4	0
LGFCPJMF_04963	contig_1_pilon	5521354	5521635	-	282	0	0	0
LGFCPJMF_04964	contig_1_pilon	5521625	5521864	-	240	0	3	0
LGFCPJMF_04965	contig_1_pilon	5522326	5522733	-	408	8	11	0
LGFCPJMF_04966	contig_1_pilon	5522798	5523259	+	462	11	19	40
LGFCPJMF_04967	contig_1_pilon	5523229	5524515	+	1287	57	75	48
LGFCPJMF_04968	contig_1_pilon	5524735	5525871	-	1137	16	10	34
LGFCPJMF_04969	contig_1_pilon	5525884	5526771	-	888	33	20	30
LGFCPJMF_04970	contig_1_pilon	5526783	5527169	-	387	3	6	18
LGFCPJMF_04971	contig_1_pilon	5527365	5528204	+	840	38	37	7
LGFCPJMF_04972	contig_1_pilon	5528201	5528416	+	216	194	297	419
LGFCPJMF_04973	contig_1_pilon	5528460	5528723	-	264	4	4	0
LGFCPJMF_04974	contig_1_pilon	5528874	5529374	+	501	230	354	350
LGFCPJMF_04975	contig_1_pilon	5529730	5531892	-	2163	17	9	26
LGFCPJMF_04976	contig_1_pilon	5531958	5532845	-	888	19	5	38
LGFCPJMF_04977	contig_1_pilon	5533274	5534335	-	1062	6	0	0
LGFCPJMF_04978	contig_1_pilon	5534531	5535307	-	777	0	0	0
LGFCPJMF_04979	contig_1_pilon	5535364	5536266	-	903	2	12	24
LGFCPJMF_04980	contig_1_pilon	5536462	5538141	+	1680	114	103	99
LGFCPJMF_04981	contig_1_pilon	5538276	5539595	+	1320	78	38	181
LGFCPJMF_04982	contig_1_pilon	5539652	5540749	+	1098	12	13	14
LGFCPJMF_04983	contig_1_pilon	5540806	5541780	+	975	53	34	32
LGFCPJMF_04984	contig_1_pilon	5541796	5542632	-	837	68	43	68
LGFCPJMF_04985	contig_1_pilon	5542739	5542927	-	189	0	0	0
LGFCPJMF_04986	contig_1_pilon	5543061	5543657	+	597	6	6	6
LGFCPJMF_04987	contig_1_pilon	5543886	5544629	+	744	454	294	912
LGFCPJMF_04988	contig_1_pilon	5544657	5545556	-	900	28	43	65
LGFCPJMF_04989	contig_1_pilon	5545507	5546505	-	999	39	23	143
LGFCPJMF_04990	contig_1_pilon	5546538	5547890	-	1353	13	9	16
LGFCPJMF_04991	contig_1_pilon	5547910	5549067	-	1158	26	26	32
LGFCPJMF_04992	contig_1_pilon	5549117	5550100	-	984	2	2	0
LGFCPJMF_04993	contig_1_pilon	5550097	5551197	-	1101	0	0	0
LGFCPJMF_04994	contig_1_pilon	5551199	5552281	-	1083	0	0	0
LGFCPJMF_04995	contig_1_pilon	5552421	5553860	+	1440	0	2	0
LGFCPJMF_04996	contig_1_pilon	5553907	5555514	+	1608	0	0	0
LGFCPJMF_04997	contig_1_pilon	5555736	5556428	+	693	0	6	0
LGFCPJMF_04998	contig_1_pilon	5556433	5557122	-	690	36	49	146
LGFCPJMF_04999	contig_1_pilon	5557344	5558201	-	858	114	145	205
LGFCPJMF_05000	contig_1_pilon	5558269	5558505	+	237	104	120	296
LGFCPJMF_05001	contig_1_pilon	5558594	5559103	-	510	0	0	0
LGFCPJMF_05002	contig_1_pilon	5559259	5560032	-	774	0	0	0
LGFCPJMF_05003	contig_1_pilon	5560206	5561357	+	1152	2	4	6
LGFCPJMF_05004	contig_1_pilon	5561354	5562736	+	1383	12	8	12
LGFCPJMF_05005	contig_1_pilon	5562733	5563716	+	984	3	4	5
LGFCPJMF_05006	contig_1_pilon	5563713	5564633	+	921	0	8	27
LGFCPJMF_05007	contig_1_pilon	5564647	5565396	+	750	92	100	150
LGFCPJMF_05008	contig_1_pilon	5565504	5565809	+	306	40	32	162
LGFCPJMF_05009	contig_1_pilon	5565952	5566149	+	198	47	38	10
LGFCPJMF_05010	contig_1_pilon	5566161	5567327	-	1167	60	50	70
LGFCPJMF_05011	contig_1_pilon	5567683	5567811	+	129	0	0	0
LGFCPJMF_05012	contig_1_pilon	5567808	5569046	+	1239	10	15	28
LGFCPJMF_05013	contig_1_pilon	5569086	5569220	+	135	4	14	0
LGFCPJMF_05014	contig_1_pilon	5569322	5570134	-	813	43	45	81
LGFCPJMF_05015	contig_1_pilon	5570352	5573711	+	3360	204	168	138
LGFCPJMF_05016	contig_1_pilon	5573736	5574578	-	843	38	53	64
LGFCPJMF_05017	contig_1_pilon	5574575	5575630	-	1056	68	36	70
LGFCPJMF_05018	contig_1_pilon	5575718	5576176	-	459	25	34	0
LGFCPJMF_05019	contig_1_pilon	5576239	5576988	+	750	2	2	0
LGFCPJMF_05020	contig_1_pilon	5576981	5577310	+	330	0	1	0
LGFCPJMF_05021	contig_1_pilon	5577408	5578325	-	918	200	269	208
LGFCPJMF_05022	contig_1_pilon	5578541	5580160	+	1620	2	1	12
LGFCPJMF_05023	contig_1_pilon	5580157	5580822	+	666	48	43	53
LGFCPJMF_05024	contig_1_pilon	5581033	5582055	+	1023	116	74	106
LGFCPJMF_05025	contig_1_pilon	5582317	5583531	+	1215	32	47	42
LGFCPJMF_05026	contig_1_pilon	5583796	5584242	+	447	49	46	74
LGFCPJMF_05027	contig_1_pilon	5584299	5586053	-	1755	51	80	52
LGFCPJMF_05028	contig_1_pilon	5586142	5587767	-	1626	0	16	0
LGFCPJMF_05029	contig_1_pilon	5587862	5588362	-	501	38	26	74
LGFCPJMF_05030	contig_1_pilon	5588474	5589178	+	705	16	15	0
LGFCPJMF_05031	contig_1_pilon	5589175	5590077	+	903	95	28	119
LGFCPJMF_05032	contig_1_pilon	5590110	5590727	-	618	328	191	242
LGFCPJMF_05033	contig_1_pilon	5591026	5592387	+	1362	1344	1615	2277
LGFCPJMF_05034	contig_1_pilon	5592384	5595419	+	3036	297	186	385
LGFCPJMF_05035	contig_1_pilon	5595445	5596281	-	837	101	124	122
LGFCPJMF_05036	contig_1_pilon	5596377	5597447	-	1071	63	69	69
LGFCPJMF_05037	contig_1_pilon	5597543	5599150	-	1608	52	59	79
LGFCPJMF_05038	contig_1_pilon	5599505	5600773	+	1269	34	43	68
LGFCPJMF_05039	contig_1_pilon	5600770	5601756	+	987	16	13	38
LGFCPJMF_05040	contig_1_pilon	5601756	5602595	+	840	16	17	40
LGFCPJMF_05041	contig_1_pilon	5602597	5604201	+	1605	19	12	22
LGFCPJMF_05042	contig_1_pilon	5604198	5605331	+	1134	2	8	6
LGFCPJMF_05043	contig_1_pilon	5605294	5605995	-	702	28	8	0
LGFCPJMF_05044	contig_1_pilon	5606057	5606797	-	741	75	77	135
LGFCPJMF_05045	contig_1_pilon	5607187	5607852	+	666	35	48	142
LGFCPJMF_05046	contig_1_pilon	5607818	5608558	-	741	9	10	4
LGFCPJMF_05047	contig_1_pilon	5608568	5609125	-	558	27	24	34
LGFCPJMF_05048	contig_1_pilon	5609191	5609379	-	189	8	13	30
LGFCPJMF_05049	contig_1_pilon	5609376	5610206	-	831	5	2	14
LGFCPJMF_05050	contig_1_pilon	5610361	5610882	+	522	0	0	0
LGFCPJMF_05051	contig_1_pilon	5610833	5611492	-	660	4	6	0
LGFCPJMF_05052	contig_1_pilon	5611691	5612899	+	1209	0	1	0
LGFCPJMF_05053	contig_1_pilon	5613038	5614450	+	1413	4	8	0
LGFCPJMF_05054	contig_1_pilon	5614497	5617130	+	2634	12	16	30
LGFCPJMF_05055	contig_1_pilon	5617506	5618117	-	612	8	11	0
LGFCPJMF_05056	contig_1_pilon	5618197	5618538	-	342	1	9	4
LGFCPJMF_05057	contig_1_pilon	5618897	5619613	-	717	58	55	42
LGFCPJMF_05058	contig_1_pilon	5619734	5620828	-	1095	0	6	0
LGFCPJMF_05059	contig_1_pilon	5620830	5621762	-	933	0	4	0
LGFCPJMF_05060	contig_1_pilon	5621842	5623836	-	1995	52	32	186
LGFCPJMF_05061	contig_1_pilon	5623944	5624189	-	246	181	175	141
LGFCPJMF_05062	contig_1_pilon	5624299	5624946	-	648	7	8	13
LGFCPJMF_05063	contig_1_pilon	5624910	5626205	-	1296	8	13	64
LGFCPJMF_05064	contig_1_pilon	5626425	5627225	+	801	501	266	890
LGFCPJMF_05065	contig_1_pilon	5627222	5628151	+	930	121	60	137
LGFCPJMF_05066	contig_1_pilon	5628127	5628750	-	624	152	76	474
LGFCPJMF_05067	contig_1_pilon	5628997	5629623	-	627	14	10	35
LGFCPJMF_05068	contig_1_pilon	5629695	5629976	-	282	3	10	0
LGFCPJMF_05069	contig_1_pilon	5630015	5630944	-	930	8	10	0
LGFCPJMF_05070	contig_1_pilon	5631250	5632167	+	918	8	3	29
LGFCPJMF_05071	contig_1_pilon	5632182	5632655	-	474	8	0	4
LGFCPJMF_05072	contig_1_pilon	5632871	5633860	+	990	0	3	42
LGFCPJMF_05073	contig_1_pilon	5634045	5635589	+	1545	90	60	148
LGFCPJMF_05074	contig_1_pilon	5635867	5636595	+	729	34	19	34
LGFCPJMF_05075	contig_1_pilon	5636592	5638397	+	1806	9	2	44
LGFCPJMF_05076	contig_1_pilon	5638394	5639056	+	663	4	2	8
LGFCPJMF_05077	contig_1_pilon	5639195	5639518	+	324	641	874	1935
LGFCPJMF_05078	contig_1_pilon	5639724	5642045	-	2322	65	54	112
LGFCPJMF_05079	contig_1_pilon	5642206	5642523	+	318	36	34	15
LGFCPJMF_05080	contig_1_pilon	5642635	5644044	-	1410	667	514	1237
LGFCPJMF_05081	contig_1_pilon	5644420	5644911	+	492	77	58	176
LGFCPJMF_05082	contig_1_pilon	5645386	5646099	-	714	860	1291	1034
LGFCPJMF_05083	contig_1_pilon	5646110	5646328	-	219	526	526	541
LGFCPJMF_05084	contig_1_pilon	5646553	5647503	-	951	275	364	430
LGFCPJMF_05085	contig_1_pilon	5647660	5648475	-	816	147	284	290
LGFCPJMF_05086	contig_1_pilon	5648837	5650399	+	1563	2	2	0
LGFCPJMF_05087	contig_1_pilon	5650484	5651710	-	1227	62	25	204
LGFCPJMF_05088	contig_1_pilon	5652520	5653506	-	987	56	58	166
LGFCPJMF_05089	contig_1_pilon	5653509	5654000	+	492	16	31	32
LGFCPJMF_05090	contig_1_pilon	5654059	5654577	-	519	82	155	435
LGFCPJMF_05091	contig_1_pilon	5654821	5655768	+	948	40	52	174
LGFCPJMF_05092	contig_1_pilon	5655872	5656843	-	972	14	22	0
LGFCPJMF_05093	contig_1_pilon	5657065	5659725	-	2661	133	116	134
LGFCPJMF_05094	contig_1_pilon	5660152	5660775	-	624	53	52	157
LGFCPJMF_05095	contig_1_pilon	5660950	5662779	-	1830	1467	1438	1835
LGFCPJMF_05096	contig_1_pilon	5662833	5664221	-	1389	2002	2416	3388
LGFCPJMF_05097	contig_1_pilon	5664568	5666112	-	1545	136	120	292
LGFCPJMF_05098	contig_1_pilon	5666428	5668566	+	2139	211	188	126
LGFCPJMF_05099	contig_1_pilon	5669102	5670682	+	1581	97	104	134
LGFCPJMF_05100	contig_1_pilon	5670679	5672142	+	1464	13	10	63
LGFCPJMF_05101	contig_1_pilon	5672652	5673347	+	696	53	37	84
LGFCPJMF_05102	contig_1_pilon	5673344	5674213	+	870	59	78	133
LGFCPJMF_05103	contig_1_pilon	5674234	5674431	-	198	3	12	6
LGFCPJMF_05104	contig_1_pilon	5674469	5675281	-	813	18	33	38
LGFCPJMF_05105	contig_1_pilon	5675359	5676096	+	738	54	73	42
LGFCPJMF_05106	contig_1_pilon	5676174	5676869	-	696	55	90	104
LGFCPJMF_05107	contig_1_pilon	5676866	5678632	-	1767	107	139	312
LGFCPJMF_05108	contig_1_pilon	5678725	5679771	-	1047	19	8	42
LGFCPJMF_05109	contig_1_pilon	5679782	5680555	-	774	0	2	16
LGFCPJMF_05110	contig_1_pilon	5680809	5682077	-	1269	131	46	121
LGFCPJMF_05111	contig_1_pilon	5682576	5682785	+	210	31	29	64
LGFCPJMF_05112	contig_1_pilon	5682937	5684031	-	1095	232	165	436
LGFCPJMF_05113	contig_1_pilon	5684047	5685894	-	1848	14	17	51
LGFCPJMF_05114	contig_1_pilon	5686018	5686746	-	729	57	46	82
LGFCPJMF_05115	contig_1_pilon	5686833	5687429	-	597	401	320	277
LGFCPJMF_05116	contig_1_pilon	5687747	5688535	+	789	2885	2440	5290
LGFCPJMF_05117	contig_1_pilon	5688605	5688883	+	279	1010	1203	1940
LGFCPJMF_05118	contig_1_pilon	5689129	5690451	+	1323	51	40	83
LGFCPJMF_05119	contig_1_pilon	5690448	5691134	+	687	16	19	59
LGFCPJMF_05120	contig_1_pilon	5691375	5694539	+	3165	47	42	46
