# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "15" "-p" "-s" "2" "-a" "assembly/R7.gff" "-t" "CDS" "-g" "ID" "-o" "R7/featureCount_R7.txt" "R7/R7_rep1_rna_map.sorted.bam" "R7/R7_rep2_rna_map.sorted.bam" "R7/R7_rep3_rna_map.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	R7/R7_rep1_rna_map.sorted.bam	R7/R7_rep2_rna_map.sorted.bam	R7/R7_rep3_rna_map.sorted.bam
PAOEAKHP_03870	contig_2_pilon	4268278	4270317	-	2040	6	2	6
PAOEAKHP_03871	contig_2_pilon	4270516	4271535	+	1020	0	0	0
PAOEAKHP_03872	contig_2_pilon	4271572	4272228	-	657	8	0	3
PAOEAKHP_03873	contig_2_pilon	4272368	4273255	+	888	0	2	0
PAOEAKHP_03874	contig_2_pilon	4273404	4274825	+	1422	0	0	0
PAOEAKHP_03875	contig_2_pilon	4274899	4276224	-	1326	12	18	10
PAOEAKHP_03876	contig_2_pilon	4276636	4276926	-	291	2	10	0
PAOEAKHP_03877	contig_2_pilon	4277051	4277575	-	525	8	7	13
PAOEAKHP_03878	contig_2_pilon	4277605	4278783	-	1179	7	10	9
PAOEAKHP_03879	contig_2_pilon	4278909	4279364	-	456	2	1	1
PAOEAKHP_03880	contig_2_pilon	4279495	4279632	+	138	0	0	0
PAOEAKHP_03881	contig_2_pilon	4279629	4280387	-	759	0	2	0
PAOEAKHP_03882	contig_2_pilon	4280468	4281073	+	606	0	0	3
PAOEAKHP_03883	contig_2_pilon	4281146	4281967	+	822	6	0	3
PAOEAKHP_03884	contig_2_pilon	4282031	4282954	-	924	20	42	52
PAOEAKHP_03885	contig_2_pilon	4282957	4284414	-	1458	33	36	24
PAOEAKHP_03886	contig_2_pilon	4284502	4284921	+	420	0	0	0
PAOEAKHP_03887	contig_2_pilon	4285160	4285609	+	450	0	3	0
PAOEAKHP_03888	contig_2_pilon	4285602	4286600	+	999	0	4	4
PAOEAKHP_03889	contig_2_pilon	4286658	4287281	+	624	0	0	0
PAOEAKHP_03890	contig_2_pilon	4287285	4287809	-	525	34	19	37
PAOEAKHP_03891	contig_2_pilon	4288114	4288455	-	342	8	6	0
PAOEAKHP_03892	contig_2_pilon	4288716	4290128	+	1413	18	27	8
PAOEAKHP_03893	contig_2_pilon	4290135	4291055	-	921	46	40	127
PAOEAKHP_03894	contig_2_pilon	4291105	4292199	-	1095	173	154	615
PAOEAKHP_03895	contig_2_pilon	4292196	4294034	-	1839	342	385	1013
PAOEAKHP_03896	contig_2_pilon	4294038	4294802	-	765	10	38	86
PAOEAKHP_03897	contig_2_pilon	4294807	4295421	-	615	0	0	2
PAOEAKHP_03898	contig_2_pilon	4295629	4296852	-	1224	0	2	2
PAOEAKHP_03899	contig_2_pilon	4297058	4297747	-	690	0	0	0
PAOEAKHP_03900	contig_2_pilon	4297777	4299084	-	1308	6	5	8
PAOEAKHP_03901	contig_2_pilon	4299469	4299906	+	438	39	36	58
PAOEAKHP_03902	contig_2_pilon	4299972	4300829	+	858	76	80	94
PAOEAKHP_03903	contig_2_pilon	4301030	4301542	+	513	86	80	94
PAOEAKHP_03904	contig_2_pilon	4301596	4301829	+	234	19	25	20
PAOEAKHP_03905	contig_2_pilon	4301854	4302639	-	786	76	104	91
PAOEAKHP_03906	contig_2_pilon	4302636	4303142	-	507	30	60	79
PAOEAKHP_03907	contig_2_pilon	4303264	4303929	-	666	2	8	14
PAOEAKHP_03908	contig_2_pilon	4304029	4305615	+	1587	600	494	650
PAOEAKHP_03909	contig_2_pilon	4306188	4306916	-	729	181	201	205
PAOEAKHP_03910	contig_2_pilon	4307012	4307347	+	336	2	2	8
PAOEAKHP_03911	contig_2_pilon	4307405	4308187	+	783	30	23	65
PAOEAKHP_03912	contig_2_pilon	4308538	4308939	+	402	2	7	0
PAOEAKHP_03913	contig_2_pilon	4308956	4309372	+	417	12	4	12
PAOEAKHP_03914	contig_2_pilon	4309434	4310627	-	1194	796	850	952
PAOEAKHP_03915	contig_2_pilon	4310788	4311672	+	885	55	15	97
PAOEAKHP_03916	contig_2_pilon	4311938	4312663	+	726	36	27	58
PAOEAKHP_03917	contig_2_pilon	4312749	4313078	+	330	5	8	33
PAOEAKHP_03918	contig_2_pilon	4313202	4313687	+	486	24	5	97
PAOEAKHP_03919	contig_2_pilon	4314490	4315272	+	783	6	0	20
PAOEAKHP_03920	contig_2_pilon	4315269	4317671	+	2403	35	23	53
PAOEAKHP_03921	contig_2_pilon	4317671	4318402	+	732	170	134	127
PAOEAKHP_03922	contig_2_pilon	4318627	4319037	+	411	56	67	30
PAOEAKHP_03923	contig_2_pilon	4319059	4321407	-	2349	20	12	12
PAOEAKHP_03924	contig_2_pilon	4321404	4322165	-	762	0	0	0
PAOEAKHP_03925	contig_2_pilon	4322255	4322467	-	213	0	0	0
PAOEAKHP_03926	contig_2_pilon	4322612	4324360	-	1749	10	4	2
PAOEAKHP_03927	contig_2_pilon	4324515	4326293	+	1779	83	30	68
PAOEAKHP_03928	contig_2_pilon	4326376	4327791	-	1416	24	35	45
PAOEAKHP_03929	contig_2_pilon	4328138	4328860	+	723	4	20	5
PAOEAKHP_03930	contig_2_pilon	4329057	4329992	+	936	8	6	5
PAOEAKHP_03931	contig_2_pilon	4330123	4330752	+	630	84	89	108
PAOEAKHP_03932	contig_2_pilon	4330843	4332120	+	1278	370	506	540
PAOEAKHP_03933	contig_2_pilon	4331981	4332430	-	450	17	8	12
PAOEAKHP_03934	contig_2_pilon	4332600	4333451	+	852	134	183	171
PAOEAKHP_03935	contig_2_pilon	4333463	4333666	+	204	24	48	27
PAOEAKHP_03936	contig_2_pilon	4333648	4334181	-	534	0	0	12
PAOEAKHP_03937	contig_2_pilon	4334178	4334780	-	603	0	4	6
PAOEAKHP_03938	contig_2_pilon	4334888	4335751	-	864	0	1	0
PAOEAKHP_03939	contig_2_pilon	4335992	4336798	-	807	16	5	12
PAOEAKHP_03940	contig_2_pilon	4337084	4338079	-	996	14	42	23
PAOEAKHP_03941	contig_2_pilon	4338076	4339725	-	1650	60	38	178
PAOEAKHP_03942	contig_2_pilon	4339722	4340699	-	978	14	4	6
PAOEAKHP_03943	contig_2_pilon	4340692	4342134	-	1443	22	9	35
PAOEAKHP_03944	contig_2_pilon	4342208	4343053	-	846	2	0	20
PAOEAKHP_03945	contig_2_pilon	4343453	4343731	+	279	39	30	43
PAOEAKHP_03946	contig_2_pilon	4343954	4344946	+	993	62	62	73
PAOEAKHP_03947	contig_2_pilon	4344961	4345557	+	597	0	2	1
PAOEAKHP_03948	contig_2_pilon	4345926	4346708	+	783	4	0	0
PAOEAKHP_03949	contig_2_pilon	4347188	4348396	+	1209	4	4	2
PAOEAKHP_03950	contig_2_pilon	4348531	4349523	-	993	6	12	6
PAOEAKHP_03951	contig_2_pilon	4349538	4350596	-	1059	3	0	4
PAOEAKHP_03952	contig_2_pilon	4351047	4351145	-	99	2	1	0
PAOEAKHP_03953	contig_2_pilon	4351265	4351474	-	210	0	2	0
PAOEAKHP_03954	contig_2_pilon	4351603	4352448	-	846	12	23	18
PAOEAKHP_03955	contig_2_pilon	4352631	4353812	-	1182	0	0	2
PAOEAKHP_03956	contig_2_pilon	4353884	4354537	-	654	0	0	4
PAOEAKHP_03960	contig_2_pilon	4360583	4361191	-	609	19	38	45
PAOEAKHP_03961	contig_2_pilon	4361288	4362610	+	1323	2	6	3
PAOEAKHP_03962	contig_2_pilon	4362733	4364508	-	1776	8	8	33
PAOEAKHP_03963	contig_2_pilon	4365062	4366435	-	1374	0	4	2
PAOEAKHP_03964	contig_2_pilon	4366877	4367863	+	987	0	0	4
PAOEAKHP_03965	contig_2_pilon	4368190	4370430	+	2241	330	446	484
PAOEAKHP_03966	contig_2_pilon	4370447	4372528	-	2082	113	46	210
PAOEAKHP_03967	contig_2_pilon	4372615	4373433	+	819	32	45	39
PAOEAKHP_03968	contig_2_pilon	4373515	4374984	+	1470	73	72	93
PAOEAKHP_03969	contig_2_pilon	4375090	4376592	+	1503	59	42	88
PAOEAKHP_03970	contig_2_pilon	4376864	4377751	+	888	151	132	255
PAOEAKHP_03971	contig_2_pilon	4377780	4379195	+	1416	176	165	180
PAOEAKHP_03972	contig_2_pilon	4379261	4380127	-	867	22	66	33
PAOEAKHP_03973	contig_2_pilon	4380317	4380697	-	381	35	52	39
PAOEAKHP_03974	contig_2_pilon	4380688	4381350	-	663	20	24	43
PAOEAKHP_03975	contig_2_pilon	4381551	4382387	+	837	16	2	5
PAOEAKHP_03976	contig_2_pilon	4382399	4382599	+	201	0	0	6
PAOEAKHP_03977	contig_2_pilon	4383117	4384064	-	948	22	23	63
PAOEAKHP_03978	contig_2_pilon	4384160	4385716	-	1557	137	76	251
PAOEAKHP_03979	contig_2_pilon	4385907	4387088	-	1182	28	12	42
PAOEAKHP_03980	contig_2_pilon	4387663	4388703	+	1041	107	173	127
PAOEAKHP_03981	contig_2_pilon	4388758	4389909	-	1152	10	18	28
PAOEAKHP_03982	contig_2_pilon	4390702	4391424	+	723	32	25	35
PAOEAKHP_03983	contig_2_pilon	4391508	4392431	+	924	10	20	10
PAOEAKHP_03984	contig_2_pilon	4392693	4393355	+	663	22	25	14
PAOEAKHP_03985	contig_2_pilon	4393445	4393807	+	363	14	19	30
PAOEAKHP_03986	contig_2_pilon	4394033	4394755	-	723	2	2	9
PAOEAKHP_03987	contig_2_pilon	4394831	4395586	-	756	45	36	42
PAOEAKHP_03988	contig_2_pilon	4396194	4396571	+	378	10	23	17
PAOEAKHP_03989	contig_2_pilon	4396661	4397143	-	483	0	0	0
PAOEAKHP_03990	contig_2_pilon	4397137	4397559	-	423	3	0	0
PAOEAKHP_03991	contig_2_pilon	4397556	4397978	-	423	0	0	0
PAOEAKHP_03992	contig_2_pilon	4398165	4399265	+	1101	15	13	35
PAOEAKHP_03993	contig_2_pilon	4399279	4399947	+	669	21	23	23
PAOEAKHP_03994	contig_2_pilon	4399889	4400338	+	450	11	9	6
PAOEAKHP_03995	contig_2_pilon	4400705	4402384	-	1680	691	322	1347
PAOEAKHP_03996	contig_2_pilon	4402384	4403025	-	642	11	5	9
PAOEAKHP_03997	contig_2_pilon	4403225	4404073	-	849	13	21	16
PAOEAKHP_03998	contig_2_pilon	4404272	4405603	-	1332	107	79	56
PAOEAKHP_03999	contig_2_pilon	4405840	4406070	-	231	19	13	12
PAOEAKHP_04000	contig_2_pilon	4406168	4406848	+	681	6	18	13
PAOEAKHP_04002	contig_2_pilon	4408794	4411025	-	2232	428	521	481
PAOEAKHP_04003	contig_2_pilon	4411723	4412067	+	345	0	2	1
PAOEAKHP_04004	contig_2_pilon	4412155	4412514	-	360	6	10	7
PAOEAKHP_04005	contig_2_pilon	4412646	4414304	+	1659	4	4	0
PAOEAKHP_04009	contig_2_pilon	4414895	4415992	-	1098	10	8	8
PAOEAKHP_04010	contig_2_pilon	4416199	4420242	+	4044	24	25	37
PAOEAKHP_04012	contig_2_pilon	4420619	4420924	+	306	0	2	1
PAOEAKHP_04013	contig_2_pilon	4421427	4421633	-	207	2	4	4
PAOEAKHP_04014	contig_2_pilon	4422256	4423092	-	837	78	47	49
PAOEAKHP_04015	contig_2_pilon	4423373	4424473	+	1101	2	2	0
PAOEAKHP_04016	contig_2_pilon	4425035	4425295	+	261	0	0	10
PAOEAKHP_04017	contig_2_pilon	4425406	4426500	-	1095	42	25	34
PAOEAKHP_04018	contig_2_pilon	4426536	4428095	-	1560	1256	1089	1117
PAOEAKHP_04019	contig_2_pilon	4428469	4429275	-	807	12	28	29
PAOEAKHP_04020	contig_2_pilon	4429286	4429933	-	648	88	84	61
PAOEAKHP_04021	contig_2_pilon	4430099	4431688	+	1590	16	43	19
PAOEAKHP_04022	contig_2_pilon	4431645	4433894	-	2250	12	12	21
PAOEAKHP_04023	contig_2_pilon	4433891	4434595	-	705	4	5	6
PAOEAKHP_04024	contig_2_pilon	4434592	4434849	-	258	0	0	0
PAOEAKHP_04025	contig_2_pilon	4435150	4435470	+	321	0	0	1
PAOEAKHP_04029	contig_2_pilon	4436164	4437138	+	975	76	87	101
PAOEAKHP_04030	contig_2_pilon	4437135	4437941	+	807	0	15	8
PAOEAKHP_04031	contig_2_pilon	4437914	4439326	+	1413	1865	1983	2020
PAOEAKHP_04032	contig_2_pilon	4439434	4440270	+	837	502	569	560
PAOEAKHP_04034	contig_2_pilon	4440488	4441390	-	903	2	0	8
PAOEAKHP_04035	contig_2_pilon	4441527	4442702	-	1176	18	26	18
PAOEAKHP_04036	contig_2_pilon	4442978	4443898	+	921	132	119	135
PAOEAKHP_04037	contig_2_pilon	4443910	4445388	-	1479	232	255	257
PAOEAKHP_04038	contig_2_pilon	4445679	4447565	-	1887	1044	1010	1103
PAOEAKHP_04039	contig_2_pilon	4448151	4449410	-	1260	46	25	24
PAOEAKHP_04040	contig_2_pilon	4449672	4450481	+	810	99	93	92
PAOEAKHP_04041	contig_2_pilon	4450580	4451230	-	651	10	16	32
PAOEAKHP_04042	contig_2_pilon	4451281	4451958	-	678	28	32	20
PAOEAKHP_04043	contig_2_pilon	4452132	4453490	-	1359	16	0	29
PAOEAKHP_04044	contig_2_pilon	4453701	4454504	-	804	6	12	28
PAOEAKHP_04045	contig_2_pilon	4454826	4455509	+	684	27	55	85
PAOEAKHP_04046	contig_2_pilon	4455506	4455994	+	489	25	50	52
PAOEAKHP_04047	contig_2_pilon	4456226	4458004	+	1779	14	4	34
PAOEAKHP_04048	contig_2_pilon	4458133	4458954	-	822	49	66	59
PAOEAKHP_04049	contig_2_pilon	4458959	4462678	-	3720	7771	8811	8927
PAOEAKHP_04050	contig_2_pilon	4462819	4463097	-	279	7	7	8
PAOEAKHP_04051	contig_2_pilon	4463097	4463396	-	300	0	5	5
PAOEAKHP_04052	contig_2_pilon	4463593	4463781	-	189	30	13	31
PAOEAKHP_04053	contig_2_pilon	4463794	4464585	-	792	8	0	10
PAOEAKHP_04054	contig_2_pilon	4464698	4465900	-	1203	82	79	104
PAOEAKHP_04055	contig_2_pilon	4465890	4468577	-	2688	155	170	206
PAOEAKHP_04056	contig_2_pilon	4468659	4469393	-	735	64	58	75
PAOEAKHP_04057	contig_2_pilon	4469393	4470661	-	1269	14	11	22
PAOEAKHP_04058	contig_2_pilon	4470770	4472056	-	1287	2	4	12
PAOEAKHP_04059	contig_2_pilon	4472232	4473248	+	1017	8	2	2
PAOEAKHP_04060	contig_2_pilon	4473304	4473822	-	519	1	0	0
PAOEAKHP_04061	contig_2_pilon	4473924	4474868	+	945	12	14	22
PAOEAKHP_04062	contig_2_pilon	4474865	4476505	+	1641	1	2	8
PAOEAKHP_04063	contig_2_pilon	4476935	4477678	+	744	11	10	25
PAOEAKHP_04064	contig_2_pilon	4477826	4478014	+	189	5	7	4
PAOEAKHP_04065	contig_2_pilon	4478039	4478695	-	657	14	7	0
PAOEAKHP_04066	contig_2_pilon	4478692	4480011	-	1320	10	4	12
PAOEAKHP_04067	contig_2_pilon	4480112	4480864	-	753	0	2	2
PAOEAKHP_04068	contig_2_pilon	4480861	4482048	-	1188	51	58	79
PAOEAKHP_04069	contig_2_pilon	4482041	4482910	-	870	61	91	140
PAOEAKHP_04070	contig_2_pilon	4483134	4483547	-	414	47	58	46
PAOEAKHP_04071	contig_2_pilon	4484258	4485280	-	1023	13	2	8
PAOEAKHP_04072	contig_2_pilon	4485486	4486034	-	549	8	17	12
PAOEAKHP_04073	contig_2_pilon	4486090	4486938	-	849	87	68	60
PAOEAKHP_04074	contig_2_pilon	4487015	4487779	-	765	163	137	223
PAOEAKHP_04075	contig_2_pilon	4487891	4489651	-	1761	1772	2298	2182
PAOEAKHP_04076	contig_2_pilon	4489800	4490318	-	519	688	625	809
PAOEAKHP_04077	contig_2_pilon	4490620	4490904	-	285	13	10	21
PAOEAKHP_04078	contig_2_pilon	4491155	4492333	+	1179	3291	3658	4007
PAOEAKHP_04079	contig_2_pilon	4492482	4493693	+	1212	226	356	361
PAOEAKHP_04080	contig_2_pilon	4493823	4494098	+	276	11	17	9
PAOEAKHP_04081	contig_2_pilon	4494171	4494707	-	537	122	132	125
PAOEAKHP_04082	contig_2_pilon	4494852	4497491	-	2640	1321	1415	1301
PAOEAKHP_04083	contig_2_pilon	4497929	4498333	+	405	1675	1679	2328
PAOEAKHP_04084	contig_2_pilon	4498475	4498711	+	237	189	188	260
PAOEAKHP_04085	contig_2_pilon	4498708	4499112	+	405	967	1041	1154
PAOEAKHP_04086	contig_2_pilon	4499192	4499647	-	456	32	22	51
PAOEAKHP_04087	contig_2_pilon	4499653	4500828	-	1176	536	552	553
PAOEAKHP_04088	contig_2_pilon	4500871	4501530	-	660	265	339	230
PAOEAKHP_04089	contig_2_pilon	4501527	4503389	-	1863	14	4	34
PAOEAKHP_04090	contig_2_pilon	4503741	4506005	+	2265	134	117	140
PAOEAKHP_04091	contig_2_pilon	4506345	4507199	+	855	32	17	36
PAOEAKHP_04092	contig_2_pilon	4507334	4508866	+	1533	289	282	341
PAOEAKHP_04093	contig_2_pilon	4509014	4510015	+	1002	918	939	810
PAOEAKHP_04094	contig_2_pilon	4510473	4511468	+	996	1145	1225	1284
PAOEAKHP_04095	contig_2_pilon	4511569	4513098	-	1530	86	60	133
PAOEAKHP_04096	contig_2_pilon	4513263	4513760	-	498	28	40	35
PAOEAKHP_04097	contig_2_pilon	4513777	4514352	-	576	38	23	21
PAOEAKHP_04098	contig_2_pilon	4514561	4514719	-	159	23	29	38
PAOEAKHP_04100	contig_2_pilon	4515069	4516259	-	1191	0	0	0
PAOEAKHP_04101	contig_2_pilon	4516259	4516486	-	228	0	2	6
PAOEAKHP_04102	contig_2_pilon	4516483	4517805	-	1323	33	36	38
PAOEAKHP_04103	contig_2_pilon	4517959	4518153	-	195	5	16	10
PAOEAKHP_04104	contig_2_pilon	4518169	4518360	-	192	11	3	7
PAOEAKHP_04105	contig_2_pilon	4518385	4519086	-	702	125	87	195
PAOEAKHP_04106	contig_2_pilon	4519180	4520571	-	1392	442	211	1030
PAOEAKHP_04107	contig_2_pilon	4520558	4520809	-	252	6	4	6
PAOEAKHP_04108	contig_2_pilon	4521148	4524798	-	3651	36	14	16
PAOEAKHP_04109	contig_2_pilon	4525595	4526323	+	729	167	126	192
PAOEAKHP_04110	contig_2_pilon	4526364	4527518	+	1155	22	18	43
PAOEAKHP_04111	contig_2_pilon	4527854	4528294	+	441	0	5	5
PAOEAKHP_04112	contig_2_pilon	4528308	4528871	+	564	4	0	2
PAOEAKHP_04113	contig_2_pilon	4528882	4532358	-	3477	141	173	202
PAOEAKHP_04114	contig_2_pilon	4532367	4533449	-	1083	20	12	2
PAOEAKHP_04115	contig_2_pilon	4533578	4534153	+	576	30	39	38
PAOEAKHP_04116	contig_2_pilon	4534245	4534628	-	384	8	6	9
PAOEAKHP_04117	contig_2_pilon	4534704	4535951	+	1248	44	40	37
PAOEAKHP_04118	contig_2_pilon	4536022	4536987	-	966	512	604	895
PAOEAKHP_04119	contig_2_pilon	4537205	4538533	+	1329	16	9	22
PAOEAKHP_04120	contig_2_pilon	4538533	4539597	+	1065	124	129	211
PAOEAKHP_04121	contig_2_pilon	4540157	4540903	+	747	2	11	30
PAOEAKHP_04122	contig_2_pilon	4541011	4541829	-	819	537	694	655
PAOEAKHP_04123	contig_2_pilon	4541822	4542787	-	966	162	126	166
PAOEAKHP_04124	contig_2_pilon	4542793	4543005	-	213	4	3	4
PAOEAKHP_04125	contig_2_pilon	4543048	4550250	-	7203	507	562	760
PAOEAKHP_04126	contig_2_pilon	4550247	4558169	-	7923	2450	2365	3245
PAOEAKHP_04127	contig_2_pilon	4558268	4559251	-	984	24	7	36
PAOEAKHP_04128	contig_2_pilon	4559300	4560343	-	1044	14	4	31
PAOEAKHP_04129	contig_2_pilon	4560607	4561260	+	654	371	327	342
PAOEAKHP_04130	contig_2_pilon	4561232	4561957	-	726	42	32	34
PAOEAKHP_04131	contig_2_pilon	4561954	4562799	-	846	87	105	124
PAOEAKHP_04132	contig_2_pilon	4562796	4563062	-	267	39	41	39
PAOEAKHP_04133	contig_2_pilon	4563092	4564384	-	1293	595	511	659
PAOEAKHP_04134	contig_2_pilon	4564374	4565768	-	1395	11737	10222	11485
PAOEAKHP_04135	contig_2_pilon	4565794	4566729	-	936	10537	8721	11514
PAOEAKHP_04136	contig_2_pilon	4567040	4568515	+	1476	339	297	447
PAOEAKHP_04137	contig_2_pilon	4568613	4569917	+	1305	208	225	264
PAOEAKHP_04138	contig_2_pilon	4570237	4570839	+	603	162	102	177
PAOEAKHP_04139	contig_2_pilon	4571012	4572877	+	1866	1033	1019	1182
PAOEAKHP_04140	contig_2_pilon	4572894	4573385	-	492	111	84	99
PAOEAKHP_04141	contig_2_pilon	4573768	4575150	+	1383	436	325	424
PAOEAKHP_04142	contig_2_pilon	4575372	4575827	+	456	36	26	20
PAOEAKHP_04143	contig_2_pilon	4575956	4576531	-	576	179	192	241
PAOEAKHP_04144	contig_2_pilon	4576703	4577134	+	432	12	13	4
PAOEAKHP_04145	contig_2_pilon	4577142	4578107	+	966	2	4	7
PAOEAKHP_04146	contig_2_pilon	4578375	4578629	+	255	0	0	0
PAOEAKHP_04147	contig_2_pilon	4578652	4580199	+	1548	136	152	151
PAOEAKHP_04148	contig_2_pilon	4580310	4583981	-	3672	334	373	429
PAOEAKHP_04149	contig_2_pilon	4584216	4585682	+	1467	42	24	38
PAOEAKHP_04150	contig_2_pilon	4585702	4586334	+	633	10	12	14
PAOEAKHP_04151	contig_2_pilon	4586331	4587848	+	1518	0	9	2
PAOEAKHP_04152	contig_2_pilon	4588015	4588515	+	501	2	2	2
PAOEAKHP_04153	contig_2_pilon	4588546	4589364	-	819	20	10	20
PAOEAKHP_04154	contig_2_pilon	4589491	4589718	+	228	8	1	4
PAOEAKHP_04155	contig_2_pilon	4589829	4590236	-	408	2	3	3
PAOEAKHP_04156	contig_2_pilon	4590226	4591002	-	777	18	50	61
PAOEAKHP_04157	contig_2_pilon	4591020	4592246	+	1227	38	26	26
PAOEAKHP_04158	contig_2_pilon	4592243	4592884	-	642	0	5	0
PAOEAKHP_04159	contig_2_pilon	4592925	4593704	-	780	3	2	2
PAOEAKHP_04160	contig_2_pilon	4593701	4595035	-	1335	308	317	290
PAOEAKHP_04161	contig_2_pilon	4595376	4595609	+	234	13	9	10
PAOEAKHP_04162	contig_2_pilon	4595802	4596929	+	1128	45	68	89
PAOEAKHP_04163	contig_2_pilon	4596980	4597921	-	942	48	57	100
PAOEAKHP_04164	contig_2_pilon	4598081	4599151	+	1071	141	69	158
PAOEAKHP_04165	contig_2_pilon	4599232	4600389	+	1158	5983	5891	5939
PAOEAKHP_04166	contig_2_pilon	4600404	4601465	-	1062	73	58	257
PAOEAKHP_04167	contig_2_pilon	4601462	4602172	-	711	22	2	16
PAOEAKHP_04168	contig_2_pilon	4602215	4602886	-	672	4	16	36
PAOEAKHP_04169	contig_2_pilon	4602957	4604243	-	1287	247	339	357
PAOEAKHP_04170	contig_2_pilon	4604653	4606122	+	1470	62	37	57
PAOEAKHP_04171	contig_2_pilon	4607040	4608569	+	1530	1373	1151	1621
PAOEAKHP_04172	contig_2_pilon	4608671	4609411	+	741	824	857	1021
PAOEAKHP_04173	contig_2_pilon	4609547	4611256	+	1710	150	221	209
PAOEAKHP_04174	contig_2_pilon	4611330	4611908	-	579	231	190	190
PAOEAKHP_04175	contig_2_pilon	4611944	4612138	-	195	124	116	135
PAOEAKHP_04176	contig_2_pilon	4612271	4614034	-	1764	474	426	433
PAOEAKHP_04177	contig_2_pilon	4614209	4616440	+	2232	645	584	627
PAOEAKHP_04178	contig_2_pilon	4616353	4617489	-	1137	6	23	20
PAOEAKHP_04179	contig_2_pilon	4617582	4618538	-	957	107	102	180
PAOEAKHP_04180	contig_2_pilon	4618729	4619199	-	471	63	22	104
PAOEAKHP_04181	contig_2_pilon	4619283	4619753	+	471	1177	1133	1268
PAOEAKHP_04182	contig_2_pilon	4619962	4621788	+	1827	543	795	769
PAOEAKHP_04183	contig_2_pilon	4622108	4623403	+	1296	2777	2833	2609
PAOEAKHP_04184	contig_2_pilon	4623405	4625372	+	1968	451	436	482
PAOEAKHP_04185	contig_2_pilon	4625614	4626318	+	705	99	54	109
PAOEAKHP_04186	contig_2_pilon	4626416	4626646	+	231	56	20	55
PAOEAKHP_04187	contig_2_pilon	4626687	4627808	-	1122	2044	2076	2337
PAOEAKHP_04188	contig_2_pilon	4627801	4628115	-	315	605	659	733
PAOEAKHP_04189	contig_2_pilon	4628310	4628795	-	486	1341	1349	1595
PAOEAKHP_04190	contig_2_pilon	4629069	4629920	+	852	184	183	188
PAOEAKHP_04191	contig_2_pilon	4629932	4630123	+	192	26	51	14
PAOEAKHP_04192	contig_2_pilon	4630387	4631043	+	657	323	291	281
PAOEAKHP_04193	contig_2_pilon	4631088	4632935	-	1848	47	47	30
PAOEAKHP_04194	contig_2_pilon	4633037	4633225	-	189	15	16	8
PAOEAKHP_04195	contig_2_pilon	4633404	4633898	+	495	3377	3094	3282
PAOEAKHP_04196	contig_2_pilon	4633913	4634701	-	789	54	20	50
PAOEAKHP_04197	contig_2_pilon	4634845	4635669	+	825	3922	3764	4238
PAOEAKHP_04198	contig_2_pilon	4635758	4637077	-	1320	58	29	217
PAOEAKHP_04199	contig_2_pilon	4637074	4637775	-	702	21	2	14
PAOEAKHP_04200	contig_2_pilon	4637895	4639526	-	1632	99	51	294
PAOEAKHP_04201	contig_2_pilon	4639704	4641131	-	1428	53	55	148
PAOEAKHP_04202	contig_2_pilon	4641356	4641799	-	444	30	3	63
PAOEAKHP_04203	contig_2_pilon	4641856	4642470	+	615	1833	1665	1912
PAOEAKHP_04204	contig_2_pilon	4642467	4643933	+	1467	1520	1749	2000
PAOEAKHP_04205	contig_2_pilon	4643896	4644870	-	975	54	27	54
PAOEAKHP_04206	contig_2_pilon	4645019	4645768	+	750	33	27	72
PAOEAKHP_04207	contig_2_pilon	4645831	4646127	-	297	5	8	6
PAOEAKHP_04208	contig_2_pilon	4646324	4646683	+	360	6	4	2
PAOEAKHP_04209	contig_2_pilon	4646676	4646939	+	264	0	2	1
PAOEAKHP_04210	contig_2_pilon	4646973	4647176	-	204	25	16	26
PAOEAKHP_04211	contig_2_pilon	4647182	4648021	-	840	272	274	316
PAOEAKHP_04212	contig_2_pilon	4648220	4648660	+	441	112	85	238
PAOEAKHP_04213	contig_2_pilon	4648623	4649408	-	786	3563	4544	3797
PAOEAKHP_04214	contig_2_pilon	4649645	4649821	+	177	2037	1921	1319
PAOEAKHP_04215	contig_2_pilon	4649900	4651333	-	1434	111	113	169
PAOEAKHP_04216	contig_2_pilon	4651355	4652338	-	984	555	540	490
PAOEAKHP_04217	contig_2_pilon	4652341	4653531	-	1191	39	45	21
PAOEAKHP_04218	contig_2_pilon	4653863	4654540	+	678	871	928	917
PAOEAKHP_04219	contig_2_pilon	4654774	4655190	+	417	125	170	192
PAOEAKHP_04220	contig_2_pilon	4655214	4656254	+	1041	762	591	665
PAOEAKHP_04221	contig_2_pilon	4656361	4658022	-	1662	2054	1913	2041
PAOEAKHP_04222	contig_2_pilon	4658490	4660211	+	1722	77	66	151
PAOEAKHP_04223	contig_2_pilon	4660318	4660884	-	567	590	585	590
PAOEAKHP_04224	contig_2_pilon	4661025	4661996	-	972	1982	1902	1961
PAOEAKHP_04225	contig_2_pilon	4662182	4663159	-	978	1387	1661	1605
PAOEAKHP_04226	contig_2_pilon	4663228	4664376	-	1149	2305	2382	2631
PAOEAKHP_04227	contig_2_pilon	4664373	4666472	-	2100	3045	3079	2824
PAOEAKHP_04228	contig_2_pilon	4666469	4667461	-	993	29	5	8
