# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "15" "-p" "-s" "2" "-a" "assembly/HP126.gff" "-t" "CDS" "-g" "ID" "-o" "HP126/featureCount_HP126.txt" "HP126/HP126_rep1_rna_map.sorted.bam" "HP126/HP126_rep2_rna_map.sorted.bam" "HP126/HP126_rep3_rna_map.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	HP126/HP126_rep1_rna_map.sorted.bam	HP126/HP126_rep2_rna_map.sorted.bam	HP126/HP126_rep3_rna_map.sorted.bam
GIOHHFHI_04318	contig_1_pilon	4828715	4830103	-	1389	42	40	46
GIOHHFHI_04319	contig_1_pilon	4830100	4831647	-	1548	46	28	28
GIOHHFHI_04320	contig_1_pilon	4831638	4832936	-	1299	11	14	28
GIOHHFHI_04321	contig_1_pilon	4832953	4834005	-	1053	4	2	0
GIOHHFHI_04322	contig_1_pilon	4834349	4834942	+	594	94	110	58
GIOHHFHI_04323	contig_1_pilon	4835122	4836669	-	1548	25	6	12
GIOHHFHI_04324	contig_1_pilon	4836903	4837463	+	561	0	0	0
GIOHHFHI_04325	contig_1_pilon	4837520	4838386	+	867	38	30	17
GIOHHFHI_04326	contig_1_pilon	4838427	4838972	-	546	2	8	6
GIOHHFHI_04327	contig_1_pilon	4839206	4839898	+	693	6	18	17
GIOHHFHI_04328	contig_1_pilon	4839993	4841444	+	1452	3	4	0
GIOHHFHI_04329	contig_1_pilon	4841633	4842679	+	1047	2	4	2
GIOHHFHI_04330	contig_1_pilon	4842775	4844229	-	1455	16	20	14
GIOHHFHI_04331	contig_1_pilon	4844327	4845169	-	843	2	8	9
GIOHHFHI_04332	contig_1_pilon	4845179	4846234	-	1056	0	5	6
GIOHHFHI_04333	contig_1_pilon	4846238	4847569	-	1332	21	28	31
GIOHHFHI_04334	contig_1_pilon	4847760	4848818	+	1059	6	0	8
GIOHHFHI_04335	contig_1_pilon	4848883	4850295	-	1413	23	22	41
GIOHHFHI_04336	contig_1_pilon	4850384	4851538	-	1155	7	6	6
GIOHHFHI_04337	contig_1_pilon	4851796	4852761	-	966	16	14	12
GIOHHFHI_04338	contig_1_pilon	4852885	4853535	+	651	71	70	66
GIOHHFHI_04340	contig_1_pilon	4853856	4854464	-	609	1861	1623	1168
GIOHHFHI_04341	contig_1_pilon	4854470	4855984	-	1515	597	543	624
GIOHHFHI_04342	contig_1_pilon	4856288	4856593	-	306	2	2	8
GIOHHFHI_04343	contig_1_pilon	4856983	4857504	+	522	2680	2630	1820
GIOHHFHI_04344	contig_1_pilon	4858116	4859945	-	1830	61	60	79
GIOHHFHI_04345	contig_1_pilon	4860017	4860208	-	192	6	0	2
GIOHHFHI_04346	contig_1_pilon	4860463	4862106	+	1644	256	220	260
GIOHHFHI_04347	contig_1_pilon	4862219	4863373	-	1155	588	667	754
GIOHHFHI_04348	contig_1_pilon	4863377	4864315	-	939	177	183	230
GIOHHFHI_04349	contig_1_pilon	4864312	4866312	-	2001	204	186	184
GIOHHFHI_04350	contig_1_pilon	4866325	4867950	-	1626	297	277	379
GIOHHFHI_04351	contig_1_pilon	4868122	4868850	+	729	96	89	129
GIOHHFHI_04352	contig_1_pilon	4868931	4870139	+	1209	167	223	445
GIOHHFHI_04353	contig_1_pilon	4870222	4871106	+	885	45	82	64
GIOHHFHI_04354	contig_1_pilon	4871186	4871980	-	795	120	146	156
GIOHHFHI_04355	contig_1_pilon	4872093	4873079	+	987	14	68	58
GIOHHFHI_04356	contig_1_pilon	4873198	4875552	-	2355	448	589	536
GIOHHFHI_04357	contig_1_pilon	4875595	4878504	-	2910	275	297	381
GIOHHFHI_04358	contig_1_pilon	4878714	4879184	+	471	0	0	0
GIOHHFHI_04359	contig_1_pilon	4879478	4881832	-	2355	63	81	107
GIOHHFHI_04360	contig_1_pilon	4882032	4882526	-	495	498	510	398
GIOHHFHI_04361	contig_1_pilon	4882690	4883085	-	396	250	220	220
GIOHHFHI_04362	contig_1_pilon	4883154	4884278	-	1125	2	11	30
GIOHHFHI_04363	contig_1_pilon	4884621	4885484	+	864	1	4	10
GIOHHFHI_04364	contig_1_pilon	4885759	4887966	+	2208	1697	2125	3088
GIOHHFHI_04365	contig_1_pilon	4888095	4889048	-	954	2915	3087	3934
GIOHHFHI_04366	contig_1_pilon	4889361	4889459	-	99	1226	1030	921
GIOHHFHI_04367	contig_1_pilon	4889474	4891177	-	1704	4434	4720	5333
GIOHHFHI_04368	contig_1_pilon	4891319	4892011	-	693	4	2	16
GIOHHFHI_04369	contig_1_pilon	4892014	4894428	-	2415	58	32	51
GIOHHFHI_04370	contig_1_pilon	4894400	4895215	-	816	4	4	10
GIOHHFHI_04371	contig_1_pilon	4895422	4898283	+	2862	221	322	127
GIOHHFHI_04372	contig_1_pilon	4898473	4900113	+	1641	325	249	398
GIOHHFHI_04373	contig_1_pilon	4900209	4901441	+	1233	53	34	48
GIOHHFHI_04374	contig_1_pilon	4901557	4905324	+	3768	87	49	94
GIOHHFHI_04375	contig_1_pilon	4905549	4906970	+	1422	1117	1276	1779
GIOHHFHI_04376	contig_1_pilon	4907068	4907694	-	627	4	2	0
GIOHHFHI_04377	contig_1_pilon	4907912	4909732	-	1821	84	78	97
GIOHHFHI_04378	contig_1_pilon	4910254	4911027	-	774	290	323	395
GIOHHFHI_04379	contig_1_pilon	4911093	4912052	-	960	14	26	6
GIOHHFHI_04380	contig_1_pilon	4912096	4913316	-	1221	16	14	18
GIOHHFHI_04381	contig_1_pilon	4913537	4914688	+	1152	142	175	180
GIOHHFHI_04382	contig_1_pilon	4914685	4915860	+	1176	105	92	137
GIOHHFHI_04383	contig_1_pilon	4915857	4916732	+	876	64	70	41
GIOHHFHI_04384	contig_1_pilon	4917082	4919349	+	2268	221	197	267
GIOHHFHI_04385	contig_1_pilon	4919368	4919463	+	96	37	59	122
GIOHHFHI_04386	contig_1_pilon	4919453	4920754	+	1302	3333	4807	7473
GIOHHFHI_04387	contig_1_pilon	4921266	4923563	-	2298	239	259	379
GIOHHFHI_04388	contig_1_pilon	4923569	4923865	-	297	163	123	133
GIOHHFHI_04389	contig_1_pilon	4924251	4925558	+	1308	75	84	39
GIOHHFHI_04390	contig_1_pilon	4925583	4926398	-	816	48	18	25
GIOHHFHI_04391	contig_1_pilon	4926395	4927510	-	1116	61	57	87
GIOHHFHI_04392	contig_1_pilon	4927844	4928794	-	951	146	209	254
GIOHHFHI_04393	contig_1_pilon	4928872	4929075	-	204	59	76	95
GIOHHFHI_04394	contig_1_pilon	4929372	4930889	-	1518	56	49	86
GIOHHFHI_04395	contig_1_pilon	4930892	4931755	-	864	16	26	58
GIOHHFHI_04396	contig_1_pilon	4932144	4933163	-	1020	33	15	55
GIOHHFHI_04397	contig_1_pilon	4933197	4934117	-	921	90	88	175
GIOHHFHI_04398	contig_1_pilon	4934398	4935453	+	1056	134	95	94
GIOHHFHI_04399	contig_1_pilon	4935609	4936502	+	894	35	38	71
GIOHHFHI_04400	contig_1_pilon	4936533	4937444	+	912	51	48	116
GIOHHFHI_04401	contig_1_pilon	4937441	4939351	+	1911	63	72	101
GIOHHFHI_04402	contig_1_pilon	4939442	4940935	+	1494	145	182	261
GIOHHFHI_04403	contig_1_pilon	4941140	4941619	+	480	63	40	50
GIOHHFHI_04404	contig_1_pilon	4941684	4942913	-	1230	108	103	80
GIOHHFHI_04405	contig_1_pilon	4943123	4945978	+	2856	148	156	143
GIOHHFHI_04406	contig_1_pilon	4945975	4946895	+	921	56	29	32
GIOHHFHI_04407	contig_1_pilon	4946919	4947458	-	540	2	8	8
GIOHHFHI_04408	contig_1_pilon	4947650	4948138	+	489	1791	2238	3765
GIOHHFHI_04409	contig_1_pilon	4948197	4949219	-	1023	352	328	268
GIOHHFHI_04410	contig_1_pilon	4949595	4951724	+	2130	149	136	146
GIOHHFHI_04411	contig_1_pilon	4951927	4953006	+	1080	653	746	669
GIOHHFHI_04412	contig_1_pilon	4953340	4953819	+	480	3112	3355	2919
GIOHHFHI_04413	contig_1_pilon	4953960	4954166	+	207	569	374	404
GIOHHFHI_04414	contig_1_pilon	4954375	4954854	+	480	1735	1719	1395
GIOHHFHI_04415	contig_1_pilon	4955100	4955900	+	801	72	73	129
GIOHHFHI_04416	contig_1_pilon	4956016	4956666	-	651	75	85	110
GIOHHFHI_04417	contig_1_pilon	4956663	4957706	-	1044	10	14	25
GIOHHFHI_04418	contig_1_pilon	4957703	4959769	-	2067	16	16	38
GIOHHFHI_04419	contig_1_pilon	4959769	4960380	-	612	9	11	6
GIOHHFHI_04420	contig_1_pilon	4960625	4961497	-	873	43	29	26
GIOHHFHI_04421	contig_1_pilon	4961594	4962904	+	1311	30	34	48
GIOHHFHI_04422	contig_1_pilon	4963277	4963690	-	414	28	39	32
GIOHHFHI_04423	contig_1_pilon	4964078	4966039	+	1962	111	35	95
GIOHHFHI_04424	contig_1_pilon	4966042	4966449	+	408	21	42	22
GIOHHFHI_04425	contig_1_pilon	4966523	4966885	+	363	47	49	83
GIOHHFHI_04426	contig_1_pilon	4966866	4967489	+	624	29	50	41
GIOHHFHI_04427	contig_1_pilon	4967879	4968088	+	210	1872	1503	1200
GIOHHFHI_04428	contig_1_pilon	4968181	4969422	-	1242	6	12	10
GIOHHFHI_04429	contig_1_pilon	4969735	4970337	+	603	97	99	61
GIOHHFHI_04431	contig_1_pilon	4970866	4972782	+	1917	378	399	336
GIOHHFHI_04432	contig_1_pilon	4972938	4975232	+	2295	348	257	369
GIOHHFHI_04433	contig_1_pilon	4975422	4976144	+	723	67	67	55
GIOHHFHI_04434	contig_1_pilon	4976484	4977890	+	1407	156	137	208
GIOHHFHI_04435	contig_1_pilon	4978639	4980303	+	1665	1748	1860	2285
GIOHHFHI_04436	contig_1_pilon	4980348	4980758	+	411	207	211	250
GIOHHFHI_04437	contig_1_pilon	4980755	4981495	+	741	32	20	12
GIOHHFHI_04438	contig_1_pilon	4981638	4982042	-	405	265	266	260
GIOHHFHI_04439	contig_1_pilon	4982117	4983157	+	1041	43	39	32
GIOHHFHI_04440	contig_1_pilon	4983243	4984730	-	1488	82	78	119
GIOHHFHI_04441	contig_1_pilon	4985319	4986701	-	1383	135	151	200
GIOHHFHI_04442	contig_1_pilon	4986947	4988713	-	1767	134	97	77
GIOHHFHI_04443	contig_1_pilon	4988715	4991618	-	2904	169	140	139
GIOHHFHI_04444	contig_1_pilon	4991615	4992958	-	1344	93	44	55
GIOHHFHI_04445	contig_1_pilon	4993310	4994326	-	1017	43	87	68
GIOHHFHI_04446	contig_1_pilon	4994326	4995804	-	1479	142	84	108
GIOHHFHI_04447	contig_1_pilon	4996499	4997479	-	981	4	1	8
GIOHHFHI_04448	contig_1_pilon	4997626	4998939	-	1314	26	18	31
GIOHHFHI_04449	contig_1_pilon	4998948	4999856	-	909	15	26	22
GIOHHFHI_04450	contig_1_pilon	4999863	5000852	-	990	10	27	14
GIOHHFHI_04451	contig_1_pilon	5000865	5002205	-	1341	45	32	39
GIOHHFHI_04452	contig_1_pilon	5002477	5003670	-	1194	27	33	22
GIOHHFHI_04453	contig_1_pilon	5003749	5004180	-	432	22	5	16
GIOHHFHI_04454	contig_1_pilon	5004335	5005222	+	888	78	29	64
GIOHHFHI_04455	contig_1_pilon	5005219	5005416	+	198	54	29	69
GIOHHFHI_04456	contig_1_pilon	5005420	5006052	-	633	154	155	180
GIOHHFHI_04457	contig_1_pilon	5006142	5006459	+	318	35	29	18
GIOHHFHI_04458	contig_1_pilon	5006480	5008594	-	2115	1976	1936	2659
GIOHHFHI_04459	contig_1_pilon	5008591	5009607	-	1017	493	549	677
GIOHHFHI_04460	contig_1_pilon	5009604	5010137	-	534	592	646	985
GIOHHFHI_04461	contig_1_pilon	5010349	5012187	+	1839	125	134	211
GIOHHFHI_04462	contig_1_pilon	5012215	5012676	+	462	165	159	148
GIOHHFHI_04463	contig_1_pilon	5012681	5013070	+	390	54	62	55
GIOHHFHI_04464	contig_1_pilon	5013075	5013665	+	591	42	31	46
GIOHHFHI_04465	contig_1_pilon	5013697	5014200	+	504	12	11	24
GIOHHFHI_04466	contig_1_pilon	5014287	5015357	-	1071	207	176	219
GIOHHFHI_04467	contig_1_pilon	5015635	5016171	+	537	1758	1901	1837
GIOHHFHI_04468	contig_1_pilon	5016250	5019639	-	3390	205	164	171
GIOHHFHI_04469	contig_1_pilon	5020132	5020449	+	318	253	306	312
GIOHHFHI_04470	contig_1_pilon	5020449	5022548	+	2100	125	102	158
GIOHHFHI_04471	contig_1_pilon	5022698	5024389	+	1692	5	14	33
GIOHHFHI_04472	contig_1_pilon	5024461	5024730	+	270	1048	1195	887
GIOHHFHI_04473	contig_1_pilon	5024941	5025915	+	975	218	179	278
GIOHHFHI_04474	contig_1_pilon	5025985	5026959	+	975	17	25	39
GIOHHFHI_04475	contig_1_pilon	5027083	5028240	+	1158	110	129	270
GIOHHFHI_04476	contig_1_pilon	5028312	5030888	-	2577	499	473	802
GIOHHFHI_04477	contig_1_pilon	5031022	5031621	+	600	9	9	36
GIOHHFHI_04478	contig_1_pilon	5031661	5031897	+	237	100	94	71
GIOHHFHI_04479	contig_1_pilon	5031884	5032231	+	348	81	45	79
GIOHHFHI_04480	contig_1_pilon	5032291	5032833	+	543	61	68	70
GIOHHFHI_04481	contig_1_pilon	5032904	5033935	-	1032	1050	1024	1007
GIOHHFHI_04482	contig_1_pilon	5034020	5037355	-	3336	178	205	285
GIOHHFHI_04483	contig_1_pilon	5037768	5039510	+	1743	51	64	83
GIOHHFHI_04484	contig_1_pilon	5039529	5040575	-	1047	21	38	43
GIOHHFHI_04485	contig_1_pilon	5040791	5043373	-	2583	204	150	147
GIOHHFHI_04486	contig_1_pilon	5043496	5044164	+	669	33	44	60
GIOHHFHI_04487	contig_1_pilon	5044351	5044992	-	642	8945	9143	7264
GIOHHFHI_04488	contig_1_pilon	5045196	5046701	-	1506	105	64	110
GIOHHFHI_04489	contig_1_pilon	5046935	5048347	-	1413	65	45	42
GIOHHFHI_04490	contig_1_pilon	5048660	5049259	+	600	10	30	10
GIOHHFHI_04491	contig_1_pilon	5049359	5050114	-	756	24	0	10
GIOHHFHI_04492	contig_1_pilon	5050197	5051960	+	1764	16	16	24
GIOHHFHI_04493	contig_1_pilon	5051921	5053423	-	1503	150	95	74
GIOHHFHI_04494	contig_1_pilon	5053628	5054116	+	489	736	523	446
GIOHHFHI_04495	contig_1_pilon	5054202	5055011	+	810	42	33	74
GIOHHFHI_04496	contig_1_pilon	5055039	5056268	-	1230	17	52	24
GIOHHFHI_04497	contig_1_pilon	5056396	5057538	+	1143	161	161	192
GIOHHFHI_04498	contig_1_pilon	5057678	5058139	+	462	1	10	0
GIOHHFHI_04499	contig_1_pilon	5058081	5059286	-	1206	35	34	41
GIOHHFHI_04500	contig_1_pilon	5059610	5060431	+	822	1	0	2
GIOHHFHI_04501	contig_1_pilon	5060448	5061563	-	1116	0	7	1
GIOHHFHI_04502	contig_1_pilon	5062138	5062332	+	195	720	688	779
GIOHHFHI_04503	contig_1_pilon	5062377	5062754	-	378	58	90	63
GIOHHFHI_04506	contig_1_pilon	5063582	5064970	+	1389	6921	6621	6493
GIOHHFHI_04507	contig_1_pilon	5065270	5065884	+	615	1360	1495	2267
GIOHHFHI_04508	contig_1_pilon	5065956	5066639	+	684	937	1049	1678
GIOHHFHI_04509	contig_1_pilon	5066802	5068091	+	1290	2773	2598	3305
GIOHHFHI_04510	contig_1_pilon	5068179	5069117	-	939	32	42	33
GIOHHFHI_04511	contig_1_pilon	5069163	5070065	-	903	174	178	219
GIOHHFHI_04512	contig_1_pilon	5070225	5072870	+	2646	3582	3247	3098
GIOHHFHI_04513	contig_1_pilon	5072836	5074065	-	1230	15	16	37
GIOHHFHI_04514	contig_1_pilon	5074364	5075812	+	1449	86	80	101
GIOHHFHI_04515	contig_1_pilon	5075852	5077420	+	1569	1314	1462	1452
GIOHHFHI_04516	contig_1_pilon	5077423	5077782	+	360	212	222	181
GIOHHFHI_04517	contig_1_pilon	5078012	5078425	+	414	452	375	430
GIOHHFHI_04518	contig_1_pilon	5078713	5079732	+	1020	5578	6093	5802
GIOHHFHI_04519	contig_1_pilon	5079908	5080840	+	933	349	390	469
GIOHHFHI_04520	contig_1_pilon	5080844	5081566	+	723	111	147	120
GIOHHFHI_04521	contig_1_pilon	5081563	5083704	+	2142	774	873	1244
GIOHHFHI_04522	contig_1_pilon	5083701	5084909	+	1209	176	186	264
GIOHHFHI_04523	contig_1_pilon	5084944	5085408	-	465	33	26	14
GIOHHFHI_04524	contig_1_pilon	5085554	5087329	-	1776	47	32	40
GIOHHFHI_04525	contig_1_pilon	5087316	5088695	-	1380	6	2	6
GIOHHFHI_04526	contig_1_pilon	5088993	5090774	+	1782	196	216	256
GIOHHFHI_04527	contig_1_pilon	5090946	5092886	+	1941	2629	2793	2147
GIOHHFHI_04528	contig_1_pilon	5092990	5094204	+	1215	170	213	172
GIOHHFHI_04529	contig_1_pilon	5094321	5095064	+	744	569	566	522
GIOHHFHI_04530	contig_1_pilon	5095315	5099268	+	3954	520	486	511
GIOHHFHI_04531	contig_1_pilon	5099494	5099814	+	321	9330	10012	13668
GIOHHFHI_04532	contig_1_pilon	5099829	5100086	+	258	3170	3179	4775
GIOHHFHI_04533	contig_1_pilon	5100227	5101663	+	1437	295	226	427
GIOHHFHI_04534	contig_1_pilon	5101819	5102916	+	1098	79	62	86
GIOHHFHI_04535	contig_1_pilon	5103265	5103756	+	492	7	14	16
GIOHHFHI_04536	contig_1_pilon	5103954	5105222	+	1269	248	238	256
GIOHHFHI_04537	contig_1_pilon	5105352	5105963	+	612	159	101	125
GIOHHFHI_04538	contig_1_pilon	5106237	5107199	+	963	69	90	79
GIOHHFHI_04539	contig_1_pilon	5107230	5108357	-	1128	709	680	815
GIOHHFHI_04540	contig_1_pilon	5108499	5108678	+	180	42	10	18
GIOHHFHI_04541	contig_1_pilon	5108851	5109012	+	162	268	224	293
GIOHHFHI_04542	contig_1_pilon	5109057	5109686	+	630	505	651	462
GIOHHFHI_04543	contig_1_pilon	5109771	5111594	+	1824	235	320	309
GIOHHFHI_04544	contig_1_pilon	5111708	5112202	+	495	483	436	406
GIOHHFHI_04545	contig_1_pilon	5112511	5112852	+	342	51	65	38
GIOHHFHI_04547	contig_1_pilon	5113240	5113485	+	246	18	16	18
GIOHHFHI_04548	contig_1_pilon	5113489	5113722	+	234	53	37	75
GIOHHFHI_04549	contig_1_pilon	5113920	5115752	+	1833	48	55	55
GIOHHFHI_04550	contig_1_pilon	5115767	5117074	-	1308	9	13	25
GIOHHFHI_04552	contig_1_pilon	5117415	5117849	-	435	67	70	54
GIOHHFHI_04553	contig_1_pilon	5117940	5119481	-	1542	0	0	0
GIOHHFHI_04554	contig_1_pilon	5119478	5120464	-	987	2	0	1
GIOHHFHI_04555	contig_1_pilon	5121064	5123952	+	2889	1284	1367	1489
GIOHHFHI_04556	contig_1_pilon	5124156	5124965	+	810	303	217	174
GIOHHFHI_04557	contig_1_pilon	5125114	5125959	+	846	244	212	227
GIOHHFHI_04558	contig_1_pilon	5126954	5127799	+	846	5	0	4
GIOHHFHI_04559	contig_1_pilon	5127796	5130546	+	2751	2	0	0
GIOHHFHI_04560	contig_1_pilon	5130449	5131966	-	1518	75	69	76
GIOHHFHI_04561	contig_1_pilon	5132148	5132633	+	486	40	14	26
GIOHHFHI_04562	contig_1_pilon	5132633	5133565	+	933	23	31	31
GIOHHFHI_04563	contig_1_pilon	5133674	5133919	-	246	20	29	26
GIOHHFHI_04564	contig_1_pilon	5133992	5134975	+	984	87	63	71
GIOHHFHI_04565	contig_1_pilon	5135413	5136114	-	702	10	33	20
GIOHHFHI_04566	contig_1_pilon	5136690	5136956	-	267	7656	7271	6237
GIOHHFHI_04567	contig_1_pilon	5137148	5139016	+	1869	2441	2218	1786
GIOHHFHI_04568	contig_1_pilon	5139280	5139582	+	303	1	10	2
GIOHHFHI_04569	contig_1_pilon	5139906	5141795	+	1890	300	282	464
GIOHHFHI_04570	contig_1_pilon	5141906	5142493	-	588	307	406	398
GIOHHFHI_04571	contig_1_pilon	5142490	5146470	-	3981	877	1018	1274
GIOHHFHI_04572	contig_1_pilon	5146721	5149735	+	3015	269	292	415
GIOHHFHI_04573	contig_1_pilon	5149865	5151097	+	1233	193	138	166
GIOHHFHI_04574	contig_1_pilon	5151195	5152028	+	834	151	153	135
GIOHHFHI_04575	contig_1_pilon	5152006	5152839	-	834	100	49	63
GIOHHFHI_04576	contig_1_pilon	5152868	5153539	-	672	21	51	26
GIOHHFHI_04577	contig_1_pilon	5153923	5154939	+	1017	1223	1159	1118
GIOHHFHI_04578	contig_1_pilon	5154940	5156076	+	1137	469	339	448
GIOHHFHI_04579	contig_1_pilon	5156302	5157408	+	1107	131	168	116
GIOHHFHI_04580	contig_1_pilon	5157405	5158148	+	744	55	60	52
GIOHHFHI_04581	contig_1_pilon	5158251	5158679	-	429	620	650	589
GIOHHFHI_04582	contig_1_pilon	5158895	5159743	+	849	6	6	8
GIOHHFHI_04583	contig_1_pilon	5159869	5160225	+	357	54	35	44
GIOHHFHI_04584	contig_1_pilon	5160247	5161152	+	906	61	53	47
GIOHHFHI_04585	contig_1_pilon	5161181	5161972	-	792	0	2	2
GIOHHFHI_04586	contig_1_pilon	5162140	5163498	+	1359	4	2	0
GIOHHFHI_04587	contig_1_pilon	5163604	5164689	+	1086	130	95	137
GIOHHFHI_04588	contig_1_pilon	5164689	5165327	+	639	50	70	93
GIOHHFHI_04589	contig_1_pilon	5165335	5166675	-	1341	20	16	38
GIOHHFHI_04590	contig_1_pilon	5166743	5167957	+	1215	42	80	51
GIOHHFHI_04591	contig_1_pilon	5168117	5169127	+	1011	3577	3750	4101
GIOHHFHI_04592	contig_1_pilon	5169148	5169645	+	498	512	504	524
GIOHHFHI_04593	contig_1_pilon	5169660	5170979	+	1320	146	154	177
GIOHHFHI_04594	contig_1_pilon	5171102	5172268	-	1167	0	4	0
GIOHHFHI_04595	contig_1_pilon	5172515	5173291	+	777	27	20	9
GIOHHFHI_04599	contig_1_pilon	5179187	5180017	+	831	50	32	30
GIOHHFHI_04600	contig_1_pilon	5180101	5180466	+	366	12	6	10
GIOHHFHI_04601	contig_1_pilon	5180486	5182108	-	1623	14	9	33
GIOHHFHI_04602	contig_1_pilon	5182399	5184018	+	1620	44	34	43
GIOHHFHI_04603	contig_1_pilon	5184015	5185115	+	1101	8	0	0
GIOHHFHI_04604	contig_1_pilon	5185112	5186536	+	1425	1	2	5
GIOHHFHI_04605	contig_1_pilon	5186618	5187886	+	1269	3	4	0
GIOHHFHI_04606	contig_1_pilon	5187970	5188908	+	939	496	547	466
GIOHHFHI_04607	contig_1_pilon	5188925	5190184	-	1260	0	8	0
GIOHHFHI_04608	contig_1_pilon	5190181	5191503	-	1323	40	24	41
GIOHHFHI_04609	contig_1_pilon	5191646	5191912	-	267	50	33	52
GIOHHFHI_04610	contig_1_pilon	5191975	5193009	-	1035	193	153	386
GIOHHFHI_04611	contig_1_pilon	5193343	5195121	+	1779	1283	1690	3549
GIOHHFHI_04612	contig_1_pilon	5195360	5196085	+	726	35	72	56
GIOHHFHI_04613	contig_1_pilon	5196141	5196887	+	747	62	47	65
GIOHHFHI_04614	contig_1_pilon	5196993	5197808	+	816	86	144	110
GIOHHFHI_04615	contig_1_pilon	5197885	5198313	-	429	636	537	506
GIOHHFHI_04616	contig_1_pilon	5198412	5199320	-	909	146	159	109
GIOHHFHI_04617	contig_1_pilon	5199337	5200110	-	774	99	80	112
GIOHHFHI_04618	contig_1_pilon	5200178	5201143	-	966	269	217	317
GIOHHFHI_04619	contig_1_pilon	5201376	5202758	+	1383	1181	1066	1286
GIOHHFHI_04620	contig_1_pilon	5202862	5203269	-	408	0	3	0
GIOHHFHI_04621	contig_1_pilon	5203447	5204658	+	1212	7	11	5
GIOHHFHI_04622	contig_1_pilon	5204646	5205311	+	666	22	19	14
GIOHHFHI_04623	contig_1_pilon	5205317	5205913	-	597	3074	3023	2603
GIOHHFHI_04624	contig_1_pilon	5205988	5206572	-	585	76	41	54
GIOHHFHI_04625	contig_1_pilon	5206684	5207691	-	1008	32	13	20
GIOHHFHI_04626	contig_1_pilon	5207857	5209305	-	1449	29	27	20
GIOHHFHI_04627	contig_1_pilon	5209419	5210312	+	894	219	283	297
GIOHHFHI_04628	contig_1_pilon	5210602	5212092	-	1491	217	219	199
GIOHHFHI_04629	contig_1_pilon	5212506	5213633	+	1128	232	226	213
GIOHHFHI_04630	contig_1_pilon	5214043	5216781	+	2739	502	517	784
GIOHHFHI_04631	contig_1_pilon	5217455	5218510	+	1056	79	54	91
GIOHHFHI_04632	contig_1_pilon	5218638	5219585	-	948	55	32	118
GIOHHFHI_04633	contig_1_pilon	5220059	5220508	-	450	191	272	271
GIOHHFHI_04634	contig_1_pilon	5220613	5221464	-	852	35	17	38
GIOHHFHI_04635	contig_1_pilon	5221471	5222475	-	1005	39	73	65
GIOHHFHI_04636	contig_1_pilon	5222526	5223812	-	1287	135	90	153
GIOHHFHI_04637	contig_1_pilon	5224125	5224883	+	759	0	6	2
GIOHHFHI_04638	contig_1_pilon	5224888	5225295	-	408	18	10	32
GIOHHFHI_04639	contig_1_pilon	5225344	5226177	+	834	79	56	70
GIOHHFHI_04640	contig_1_pilon	5226261	5227379	+	1119	9	18	21
GIOHHFHI_04641	contig_1_pilon	5227613	5227897	+	285	101	53	105
GIOHHFHI_04642	contig_1_pilon	5227977	5228252	-	276	15	22	45
GIOHHFHI_04643	contig_1_pilon	5228256	5228438	-	183	11	13	7
GIOHHFHI_04644	contig_1_pilon	5228442	5229224	-	783	40	56	48
GIOHHFHI_04645	contig_1_pilon	5229493	5229960	+	468	10	10	12
GIOHHFHI_04646	contig_1_pilon	5229902	5230627	-	726	1	0	12
GIOHHFHI_04647	contig_1_pilon	5231154	5231717	+	564	22	31	29
GIOHHFHI_04648	contig_1_pilon	5232390	5234297	-	1908	433	619	984
GIOHHFHI_04649	contig_1_pilon	5234712	5235374	+	663	572	662	809
GIOHHFHI_04650	contig_1_pilon	5235471	5236415	-	945	124	146	187
GIOHHFHI_04651	contig_1_pilon	5236511	5236864	-	354	8	19	10
GIOHHFHI_04652	contig_1_pilon	5236861	5239482	-	2622	4	16	20
GIOHHFHI_04653	contig_1_pilon	5239485	5240786	-	1302	2	4	4
GIOHHFHI_04654	contig_1_pilon	5240945	5242243	+	1299	0	1	4
GIOHHFHI_04655	contig_1_pilon	5242305	5242955	+	651	13	19	12
GIOHHFHI_04656	contig_1_pilon	5242968	5243714	-	747	26	60	66
GIOHHFHI_04657	contig_1_pilon	5243711	5244394	-	684	64	43	92
GIOHHFHI_04658	contig_1_pilon	5244593	5245534	+	942	45	43	59
GIOHHFHI_04659	contig_1_pilon	5245578	5246036	-	459	428	339	278
GIOHHFHI_04660	contig_1_pilon	5246282	5247487	+	1206	2452	2511	3324
GIOHHFHI_04661	contig_1_pilon	5247484	5248110	+	627	378	413	419
GIOHHFHI_04662	contig_1_pilon	5248107	5248253	+	147	118	101	97
GIOHHFHI_04663	contig_1_pilon	5248263	5248559	+	297	1276	1230	861
GIOHHFHI_04664	contig_1_pilon	5248744	5250735	-	1992	16	12	12
GIOHHFHI_04665	contig_1_pilon	5250972	5252471	+	1500	4	0	6
GIOHHFHI_04666	contig_1_pilon	5252471	5252776	+	306	1	5	0
GIOHHFHI_04667	contig_1_pilon	5252929	5253714	+	786	6	22	12
GIOHHFHI_04668	contig_1_pilon	5253749	5254081	-	333	133	163	182
GIOHHFHI_04669	contig_1_pilon	5254253	5254699	+	447	16	23	22
GIOHHFHI_04670	contig_1_pilon	5254701	5255744	+	1044	38	49	35
GIOHHFHI_04671	contig_1_pilon	5255769	5256473	-	705	5	14	2
