# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "15" "-p" "-s" "2" "-a" "/home/haddock/private/Genome_analysis/GenomeAnalysis/data/assembly/R7.gff" "-t" "CDS" "-g" "ID" "-o" "featureCount_HP126_2.txt" "HP126_rep1_rna_map.sorted.bam" "HP126_rep2_rna_map.sorted.bam" "HP126_rep3_rna_map.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	HP126_rep1_rna_map.sorted.bam	HP126_rep2_rna_map.sorted.bam	HP126_rep3_rna_map.sorted.bam
PAOEAKHP_05457	contig_2_pilon	5993172	5994299	+	1128	12	18	22
PAOEAKHP_05458	contig_2_pilon	5994266	5994976	-	711	0	0	0
PAOEAKHP_05459	contig_2_pilon	5995138	5996148	-	1011	4	0	0
PAOEAKHP_05460	contig_2_pilon	5996288	5996608	+	321	0	0	2
PAOEAKHP_05461	contig_2_pilon	5996680	5997843	+	1164	32	13	26
PAOEAKHP_05462	contig_2_pilon	5997932	5998498	-	567	8	0	0
PAOEAKHP_05463	contig_2_pilon	5998992	6000011	-	1020	2	5	6
PAOEAKHP_05464	contig_2_pilon	6000053	6001144	+	1092	16	2	11
PAOEAKHP_05465	contig_2_pilon	6001256	6002008	+	753	0	4	0
PAOEAKHP_05466	contig_2_pilon	6002034	6002933	-	900	1	0	4
PAOEAKHP_05467	contig_2_pilon	6003024	6003440	+	417	0	2	0
PAOEAKHP_05468	contig_2_pilon	6003437	6004045	+	609	0	0	0
PAOEAKHP_05469	contig_2_pilon	6004096	6004896	-	801	6	0	6
PAOEAKHP_05470	contig_2_pilon	6005211	6005378	+	168	0	0	0
PAOEAKHP_05471	contig_2_pilon	6005531	6006214	-	684	10	6	4
PAOEAKHP_05472	contig_2_pilon	6006380	6007174	+	795	0	0	0
PAOEAKHP_05473	contig_2_pilon	6007171	6008163	+	993	73	80	66
PAOEAKHP_05474	contig_2_pilon	6008301	6010364	+	2064	44	82	46
PAOEAKHP_05475	contig_2_pilon	6010538	6011020	+	483	0	0	0
PAOEAKHP_05476	contig_2_pilon	6011148	6011864	+	717	4270	4315	3316
PAOEAKHP_05477	contig_2_pilon	6012010	6013170	-	1161	108	104	72
PAOEAKHP_05478	contig_2_pilon	6013272	6013862	-	591	2	6	27
PAOEAKHP_05479	contig_2_pilon	6013852	6015150	-	1299	14	9	12
PAOEAKHP_05480	contig_2_pilon	6015431	6016225	+	795	155	125	179
PAOEAKHP_05481	contig_2_pilon	6016322	6016888	-	567	243	194	294
PAOEAKHP_05482	contig_2_pilon	6016936	6018069	-	1134	517	631	693
PAOEAKHP_05483	contig_2_pilon	6018591	6019187	+	597	4	6	15
PAOEAKHP_05484	contig_2_pilon	6019311	6020564	-	1254	89	89	86
PAOEAKHP_05485	contig_2_pilon	6020743	6021381	+	639	1	0	10
PAOEAKHP_05486	contig_2_pilon	6021681	6022535	+	855	24	22	38
PAOEAKHP_05487	contig_2_pilon	6022849	6023454	+	606	81	84	170
PAOEAKHP_05488	contig_2_pilon	6023587	6023739	-	153	0	0	8
PAOEAKHP_05489	contig_2_pilon	6023952	6024893	+	942	93	107	174
PAOEAKHP_05490	contig_2_pilon	6024934	6025806	-	873	59	88	132
PAOEAKHP_05491	contig_2_pilon	6025913	6028534	-	2622	230	282	273
PAOEAKHP_05492	contig_2_pilon	6029019	6029765	+	747	20	4	14
PAOEAKHP_05493	contig_2_pilon	6030259	6030543	-	285	52	32	48
PAOEAKHP_05494	contig_2_pilon	6030746	6030973	-	228	69	68	93
PAOEAKHP_05495	contig_2_pilon	6031281	6031922	-	642	18	24	51
PAOEAKHP_05496	contig_2_pilon	6032065	6032283	-	219	17	30	42
PAOEAKHP_05497	contig_2_pilon	6032562	6033509	+	948	2	5	0
PAOEAKHP_05498	contig_2_pilon	6033965	6035275	+	1311	8	2	11
PAOEAKHP_05499	contig_2_pilon	6035801	6037531	+	1731	60	68	74
PAOEAKHP_05500	contig_2_pilon	6037531	6038574	+	1044	2	9	10
PAOEAKHP_05501	contig_2_pilon	6038571	6039560	+	990	0	9	22
PAOEAKHP_05502	contig_2_pilon	6039557	6041266	+	1710	1239	1740	2479
PAOEAKHP_05503	contig_2_pilon	6041458	6043437	+	1980	827	893	1224
PAOEAKHP_05504	contig_2_pilon	6043434	6044684	+	1251	50	122	105
PAOEAKHP_05505	contig_2_pilon	6045015	6045992	+	978	41	53	71
PAOEAKHP_05506	contig_2_pilon	6045980	6046786	+	807	4	0	2
PAOEAKHP_05507	contig_2_pilon	6046783	6048063	+	1281	4	0	2
PAOEAKHP_05508	contig_2_pilon	6048160	6051180	-	3021	38	32	32
PAOEAKHP_05509	contig_2_pilon	6051396	6051884	+	489	62	39	23
PAOEAKHP_05510	contig_2_pilon	6052467	6055730	+	3264	408	319	468
PAOEAKHP_05511	contig_2_pilon	6055800	6059534	+	3735	89	52	98
PAOEAKHP_05512	contig_2_pilon	6059591	6060991	+	1401	975	1144	1558
PAOEAKHP_05513	contig_2_pilon	6061281	6062216	+	936	48	48	97
PAOEAKHP_05514	contig_2_pilon	6062624	6063727	+	1104	6	14	6
PAOEAKHP_05515	contig_2_pilon	6063819	6064061	-	243	12	14	25
PAOEAKHP_05516	contig_2_pilon	6064281	6066554	+	2274	34	31	57
PAOEAKHP_05517	contig_2_pilon	6066697	6067029	+	333	0	0	4
PAOEAKHP_05518	contig_2_pilon	6067150	6067503	+	354	2	0	0
PAOEAKHP_05519	contig_2_pilon	6067500	6067829	+	330	23	40	20
PAOEAKHP_05520	contig_2_pilon	6067993	6068193	+	201	36	71	38
PAOEAKHP_05521	contig_2_pilon	6068233	6069630	-	1398	14	44	25
PAOEAKHP_05522	contig_2_pilon	6069665	6070915	-	1251	12	12	19
PAOEAKHP_05523	contig_2_pilon	6071093	6071599	+	507	96	43	65
PAOEAKHP_05524	contig_2_pilon	6071715	6073451	+	1737	126	98	156
PAOEAKHP_05525	contig_2_pilon	6073463	6074146	+	684	1662	2488	3473
PAOEAKHP_05526	contig_2_pilon	6074168	6074926	+	759	1512	2112	3550
PAOEAKHP_05527	contig_2_pilon	6074979	6075506	-	528	147	155	142
PAOEAKHP_05528	contig_2_pilon	6075503	6076966	-	1464	89	88	140
PAOEAKHP_05529	contig_2_pilon	6077159	6078310	+	1152	133	170	150
PAOEAKHP_05530	contig_2_pilon	6078507	6078959	+	453	70	74	28
PAOEAKHP_05531	contig_2_pilon	6079121	6079300	+	180	3	4	6
PAOEAKHP_05532	contig_2_pilon	6079453	6080544	+	1092	69	22	18
PAOEAKHP_05533	contig_2_pilon	6080606	6081160	-	555	19	13	8
PAOEAKHP_05534	contig_2_pilon	6081375	6084203	+	2829	230	241	348
PAOEAKHP_05536	contig_2_pilon	6084576	6086441	+	1866	7	31	31
PAOEAKHP_05538	contig_2_pilon	6086820	6087308	-	489	11	8	31
PAOEAKHP_05539	contig_2_pilon	6087481	6087900	-	420	19	27	44
PAOEAKHP_05540	contig_2_pilon	6088040	6089521	+	1482	127	84	80
PAOEAKHP_05541	contig_2_pilon	6089601	6090038	-	438	2	0	0
PAOEAKHP_05542	contig_2_pilon	6090221	6091063	-	843	2	2	0
PAOEAKHP_05543	contig_2_pilon	6091167	6091796	+	630	30	28	80
PAOEAKHP_05544	contig_2_pilon	6091813	6092136	-	324	0	2	0
PAOEAKHP_05545	contig_2_pilon	6092274	6093197	-	924	6	0	8
PAOEAKHP_05546	contig_2_pilon	6093512	6094519	-	1008	16	2	10
PAOEAKHP_05547	contig_2_pilon	6094533	6095900	-	1368	13	6	12
PAOEAKHP_05548	contig_2_pilon	6096091	6096804	-	714	41	16	29
PAOEAKHP_05549	contig_2_pilon	6096882	6097658	+	777	5	10	16
PAOEAKHP_05550	contig_2_pilon	6097705	6098331	+	627	40	70	47
PAOEAKHP_05551	contig_2_pilon	6098349	6098942	-	594	4	0	2
PAOEAKHP_05552	contig_2_pilon	6099126	6099986	+	861	44	37	31
PAOEAKHP_05553	contig_2_pilon	6099983	6100390	+	408	7	19	27
PAOEAKHP_05554	contig_2_pilon	6100954	6101940	+	987	39	14	28
PAOEAKHP_05555	contig_2_pilon	6102010	6102651	+	642	1967	2443	4089
PAOEAKHP_05556	contig_2_pilon	6102671	6104563	-	1893	373	314	264
PAOEAKHP_05557	contig_2_pilon	6104707	6105783	-	1077	4	0	0
PAOEAKHP_05558	contig_2_pilon	6105774	6108227	-	2454	135	176	157
PAOEAKHP_05559	contig_2_pilon	6108828	6110174	+	1347	1720	1738	1475
PAOEAKHP_05560	contig_2_pilon	6110220	6111578	+	1359	69	50	45
PAOEAKHP_05561	contig_2_pilon	6111631	6112140	-	510	2	0	2
PAOEAKHP_05562	contig_2_pilon	6112184	6113818	-	1635	16	14	37
PAOEAKHP_05563	contig_2_pilon	6113815	6114090	-	276	1	2	0
PAOEAKHP_05564	contig_2_pilon	6114214	6114411	-	198	1	6	1
PAOEAKHP_05565	contig_2_pilon	6114408	6116564	-	2157	60	36	34
PAOEAKHP_05566	contig_2_pilon	6116716	6117474	-	759	3	2	7
PAOEAKHP_05567	contig_2_pilon	6117784	6119055	+	1272	48	22	35
PAOEAKHP_05568	contig_2_pilon	6119248	6120231	+	984	38	14	53
PAOEAKHP_05569	contig_2_pilon	6120228	6121058	+	831	86	61	86
PAOEAKHP_05570	contig_2_pilon	6121067	6122611	+	1545	2044	1731	1380
PAOEAKHP_05571	contig_2_pilon	6122961	6123743	-	783	3	4	4
PAOEAKHP_05572	contig_2_pilon	6124169	6125710	+	1542	262	243	176
PAOEAKHP_05573	contig_2_pilon	6125867	6126037	+	171	33	30	33
PAOEAKHP_05574	contig_2_pilon	6126121	6126876	-	756	0	6	8
PAOEAKHP_05575	contig_2_pilon	6127021	6127572	+	552	198	238	238
PAOEAKHP_05576	contig_2_pilon	6127946	6129415	+	1470	160	99	146
PAOEAKHP_05577	contig_2_pilon	6129794	6130051	-	258	1	1	4
PAOEAKHP_05578	contig_2_pilon	6130373	6131281	-	909	12	8	6
PAOEAKHP_05579	contig_2_pilon	6131340	6132023	+	684	81	61	122
PAOEAKHP_05580	contig_2_pilon	6132232	6133194	-	963	38	24	28
PAOEAKHP_05581	contig_2_pilon	6133211	6133624	-	414	12	4	2
PAOEAKHP_05582	contig_2_pilon	6133895	6134383	-	489	10	28	45
PAOEAKHP_05583	contig_2_pilon	6134509	6134805	-	297	6	6	7
PAOEAKHP_05584	contig_2_pilon	6134874	6136478	+	1605	187	174	195
PAOEAKHP_05585	contig_2_pilon	6136501	6137421	-	921	7	4	6
PAOEAKHP_05586	contig_2_pilon	6137441	6138034	-	594	50	41	82
PAOEAKHP_05587	contig_2_pilon	6138191	6138424	-	234	9	26	15
PAOEAKHP_05588	contig_2_pilon	6138455	6139285	+	831	0	0	2
PAOEAKHP_05589	contig_2_pilon	6139398	6140207	+	810	27	18	14
PAOEAKHP_05590	contig_2_pilon	6140291	6140515	+	225	0	0	1
PAOEAKHP_05591	contig_2_pilon	6140520	6140951	-	432	6	8	8
PAOEAKHP_05592	contig_2_pilon	6141042	6141980	-	939	87	60	93
PAOEAKHP_05593	contig_2_pilon	6142214	6144490	-	2277	116	98	110
PAOEAKHP_05594	contig_2_pilon	6144575	6145585	-	1011	85	67	62
PAOEAKHP_05595	contig_2_pilon	6145729	6147246	+	1518	2	4	4
PAOEAKHP_05596	contig_2_pilon	6147274	6147858	-	585	29	20	20
PAOEAKHP_05597	contig_2_pilon	6147949	6149322	+	1374	4	8	6
PAOEAKHP_05598	contig_2_pilon	6149381	6150517	-	1137	122	77	60
PAOEAKHP_05599	contig_2_pilon	6150614	6151900	-	1287	6	8	14
PAOEAKHP_05600	contig_2_pilon	6151926	6152663	-	738	20	18	22
PAOEAKHP_05601	contig_2_pilon	6152880	6153401	+	522	2	0	2
PAOEAKHP_05602	contig_2_pilon	6153398	6153802	+	405	4	2	1
PAOEAKHP_05603	contig_2_pilon	6153799	6154173	+	375	0	0	0
PAOEAKHP_05604	contig_2_pilon	6154386	6154760	+	375	0	6	0
PAOEAKHP_05605	contig_2_pilon	6154881	6155624	+	744	0	8	0
PAOEAKHP_05606	contig_2_pilon	6155651	6156196	+	546	0	2	0
PAOEAKHP_05607	contig_2_pilon	6156365	6157012	-	648	7	10	19
PAOEAKHP_05608	contig_2_pilon	6157211	6158197	+	987	0	0	0
PAOEAKHP_05609	contig_2_pilon	6158513	6161695	-	3183	1629	1512	1735
PAOEAKHP_05610	contig_2_pilon	6161924	6164341	+	2418	49	73	122
PAOEAKHP_05611	contig_2_pilon	6164260	6164832	-	573	387	398	547
PAOEAKHP_05612	contig_2_pilon	6164829	6166157	-	1329	10	8	5
PAOEAKHP_05613	contig_2_pilon	6166288	6167019	-	732	10	17	8
PAOEAKHP_05614	contig_2_pilon	6167041	6167898	-	858	14	9	38
PAOEAKHP_05615	contig_2_pilon	6167926	6169794	-	1869	253	228	263
PAOEAKHP_05616	contig_2_pilon	6169794	6170393	-	600	24	22	36
PAOEAKHP_05617	contig_2_pilon	6170579	6170974	-	396	14	11	19
PAOEAKHP_05618	contig_2_pilon	6171160	6171624	+	465	19	16	19
PAOEAKHP_05619	contig_2_pilon	6171528	6172157	-	630	63	44	47
PAOEAKHP_05620	contig_2_pilon	6172237	6172998	+	762	32	10	7
PAOEAKHP_05621	contig_2_pilon	6173114	6173887	-	774	16	14	4
PAOEAKHP_05622	contig_2_pilon	6173884	6174828	-	945	1061	943	821
PAOEAKHP_05623	contig_2_pilon	6174912	6175886	-	975	5	2	6
PAOEAKHP_05624	contig_2_pilon	6176410	6177672	+	1263	29	33	59
PAOEAKHP_05625	contig_2_pilon	6177788	6178090	+	303	0	4	0
PAOEAKHP_05626	contig_2_pilon	6178218	6179180	+	963	1049	1203	891
PAOEAKHP_05627	contig_2_pilon	6179216	6179839	+	624	154	137	195
PAOEAKHP_05628	contig_2_pilon	6179966	6180196	+	231	39	30	70
PAOEAKHP_05629	contig_2_pilon	6180415	6181383	-	969	0	2	2
PAOEAKHP_05630	contig_2_pilon	6181498	6182109	+	612	61	52	142
PAOEAKHP_05631	contig_2_pilon	6182131	6182412	-	282	2	0	2
PAOEAKHP_05632	contig_2_pilon	6182831	6183325	+	495	4	2	17
PAOEAKHP_05633	contig_2_pilon	6183351	6184061	-	711	154	125	280
PAOEAKHP_05634	contig_2_pilon	6184202	6184411	+	210	2	5	2
PAOEAKHP_05635	contig_2_pilon	6184411	6184974	+	564	4	8	5
PAOEAKHP_05636	contig_2_pilon	6185026	6185910	-	885	98	78	121
PAOEAKHP_05637	contig_2_pilon	6186115	6187242	-	1128	8	18	3
PAOEAKHP_05638	contig_2_pilon	6187247	6188173	-	927	886	913	888
PAOEAKHP_05639	contig_2_pilon	6188853	6189029	-	177	10	0	11
PAOEAKHP_05640	contig_2_pilon	6189182	6189577	+	396	6	2	3
PAOEAKHP_05641	contig_2_pilon	6189577	6191745	+	2169	2	6	0
PAOEAKHP_05642	contig_2_pilon	6191929	6192987	+	1059	37	30	48
PAOEAKHP_05643	contig_2_pilon	6192994	6196302	+	3309	30	32	46
PAOEAKHP_05644	contig_2_pilon	6196384	6196611	+	228	0	0	0
PAOEAKHP_05645	contig_2_pilon	6196775	6197992	+	1218	24	42	36
PAOEAKHP_05646	contig_2_pilon	6198086	6201091	+	3006	235	323	307
PAOEAKHP_05647	contig_2_pilon	6201178	6205023	-	3846	125	68	71
PAOEAKHP_05648	contig_2_pilon	6205261	6206463	-	1203	32	4	22
PAOEAKHP_05649	contig_2_pilon	6206460	6207200	-	741	76	37	45
PAOEAKHP_05650	contig_2_pilon	6207279	6208010	-	732	64	60	26
PAOEAKHP_05651	contig_2_pilon	6208297	6209034	+	738	375	258	237
PAOEAKHP_05652	contig_2_pilon	6209725	6212133	+	2409	165	174	193
PAOEAKHP_05653	contig_2_pilon	6212264	6212863	+	600	0	0	2
PAOEAKHP_05654	contig_2_pilon	6212918	6213775	-	858	42	57	41
PAOEAKHP_05655	contig_2_pilon	6214025	6214600	+	576	0	0	2
PAOEAKHP_05656	contig_2_pilon	6214786	6216150	-	1365	11	10	5
PAOEAKHP_05657	contig_2_pilon	6216189	6216899	-	711	86	135	76
PAOEAKHP_05658	contig_2_pilon	6217063	6217908	-	846	39	56	35
PAOEAKHP_05659	contig_2_pilon	6218371	6221232	+	2862	5955	6169	7428
PAOEAKHP_05660	contig_2_pilon	6221229	6221726	+	498	1122	1048	1310
PAOEAKHP_05661	contig_2_pilon	6221723	6222124	+	402	506	484	642
PAOEAKHP_05662	contig_2_pilon	6222129	6222785	+	657	259	298	349
PAOEAKHP_05663	contig_2_pilon	6222825	6224075	+	1251	32	31	29
PAOEAKHP_05664	contig_2_pilon	6224086	6225621	-	1536	108	117	117
PAOEAKHP_05665	contig_2_pilon	6225728	6226960	-	1233	39	67	72
PAOEAKHP_05666	contig_2_pilon	6227152	6228315	-	1164	14	21	37
PAOEAKHP_05667	contig_2_pilon	6228543	6228806	-	264	0	0	2
PAOEAKHP_05668	contig_2_pilon	6228891	6229631	-	741	4	4	6
PAOEAKHP_05669	contig_2_pilon	6229725	6230672	-	948	35	27	46
PAOEAKHP_05670	contig_2_pilon	6230842	6231963	+	1122	835	888	912
PAOEAKHP_05671	contig_2_pilon	6232010	6232846	-	837	64	48	74
PAOEAKHP_05672	contig_2_pilon	6232912	6233451	-	540	68	168	117
PAOEAKHP_05673	contig_2_pilon	6233471	6234925	-	1455	70	72	101
PAOEAKHP_05674	contig_2_pilon	6234922	6236391	-	1470	17	23	21
PAOEAKHP_05675	contig_2_pilon	6237126	6238412	+	1287	377	407	562
PAOEAKHP_05676	contig_2_pilon	6238695	6239429	+	735	117	121	183
PAOEAKHP_05677	contig_2_pilon	6239550	6240170	+	621	2	0	4
PAOEAKHP_05678	contig_2_pilon	6240167	6240931	+	765	8	14	6
PAOEAKHP_05679	contig_2_pilon	6240912	6242144	-	1233	48	28	36
PAOEAKHP_05680	contig_2_pilon	6242123	6242887	-	765	4	0	4
PAOEAKHP_05681	contig_2_pilon	6242925	6243758	+	834	88	71	111
PAOEAKHP_05682	contig_2_pilon	6243751	6244155	+	405	54	66	71
PAOEAKHP_05684	contig_2_pilon	6247583	6248491	+	909	92	130	93
PAOEAKHP_05685	contig_2_pilon	6248488	6248781	+	294	230	223	186
PAOEAKHP_05686	contig_2_pilon	6248778	6249893	+	1116	359	332	340
PAOEAKHP_05687	contig_2_pilon	6249890	6250912	+	1023	3	2	6
PAOEAKHP_05688	contig_2_pilon	6250918	6252066	+	1149	147	143	153
PAOEAKHP_05689	contig_2_pilon	6252063	6253337	+	1275	259	231	223
PAOEAKHP_05690	contig_2_pilon	6253334	6254977	+	1644	18203	17712	24536
PAOEAKHP_05691	contig_2_pilon	6255003	6255734	-	732	16	8	12
PAOEAKHP_05692	contig_2_pilon	6255843	6266531	+	10689	2338	2341	2290
PAOEAKHP_05693	contig_2_pilon	6266667	6267143	+	477	60	88	53
PAOEAKHP_05694	contig_2_pilon	6267451	6269208	-	1758	12	8	0
PAOEAKHP_05695	contig_2_pilon	6269397	6270185	+	789	16	10	25
PAOEAKHP_05697	contig_2_pilon	6270693	6271229	+	537	0	0	0
PAOEAKHP_05698	contig_2_pilon	6272073	6272885	+	813	2	0	7
PAOEAKHP_05699	contig_2_pilon	6273028	6274419	+	1392	0	2	0
PAOEAKHP_05700	contig_2_pilon	6274599	6275924	+	1326	538	637	595
PAOEAKHP_05701	contig_2_pilon	6275933	6277009	+	1077	302	288	393
PAOEAKHP_05702	contig_2_pilon	6277392	6278309	+	918	383	395	407
PAOEAKHP_05703	contig_2_pilon	6278671	6280719	+	2049	451	403	398
PAOEAKHP_05704	contig_2_pilon	6281096	6282223	+	1128	10	0	4
PAOEAKHP_05705	contig_2_pilon	6282420	6282644	+	225	0	0	0
PAOEAKHP_05706	contig_2_pilon	6282824	6283903	+	1080	0	0	0
PAOEAKHP_05707	contig_2_pilon	6283942	6284844	+	903	2	0	0
PAOEAKHP_05708	contig_2_pilon	6284898	6285545	+	648	4	2	0
PAOEAKHP_05709	contig_2_pilon	6285542	6286204	+	663	12	10	6
PAOEAKHP_05710	contig_2_pilon	6286603	6287940	+	1338	70	48	54
PAOEAKHP_05711	contig_2_pilon	6288041	6289405	+	1365	91	68	86
PAOEAKHP_05712	contig_2_pilon	6289697	6290134	+	438	0	0	2
PAOEAKHP_05713	contig_2_pilon	6290399	6291211	+	813	195	253	240
PAOEAKHP_05714	contig_2_pilon	6291293	6291532	+	240	291	297	227
PAOEAKHP_05715	contig_2_pilon	6291577	6292143	+	567	1186	1062	932
PAOEAKHP_05716	contig_2_pilon	6292140	6292955	+	816	540	542	399
PAOEAKHP_05717	contig_2_pilon	6293106	6294698	+	1593	321	236	260
PAOEAKHP_05718	contig_2_pilon	6294719	6295639	+	921	110	74	164
PAOEAKHP_05719	contig_2_pilon	6295645	6297087	+	1443	113	175	177
PAOEAKHP_05720	contig_2_pilon	6297196	6297579	+	384	36	32	13
PAOEAKHP_05721	contig_2_pilon	6297730	6298179	+	450	9	13	8
PAOEAKHP_05722	contig_2_pilon	6298256	6300388	-	2133	322	388	488
PAOEAKHP_05723	contig_2_pilon	6300574	6301260	-	687	182	271	316
PAOEAKHP_05724	contig_2_pilon	6301257	6302651	-	1395	31	54	50
PAOEAKHP_05725	contig_2_pilon	6302717	6303319	+	603	24	10	10
PAOEAKHP_05726	contig_2_pilon	6303326	6303898	-	573	0	0	0
PAOEAKHP_05727	contig_2_pilon	6303909	6304664	-	756	2	0	8
PAOEAKHP_05728	contig_2_pilon	6304706	6305488	-	783	8	8	5
PAOEAKHP_05729	contig_2_pilon	6305570	6306211	+	642	111	122	94
PAOEAKHP_05730	contig_2_pilon	6306338	6307186	+	849	32	37	48
PAOEAKHP_05731	contig_2_pilon	6307457	6307780	+	324	6	2	2
PAOEAKHP_05732	contig_2_pilon	6308076	6310592	+	2517	1838	1642	1728
PAOEAKHP_05733	contig_2_pilon	6310704	6311363	-	660	0	0	6
PAOEAKHP_05734	contig_2_pilon	6311578	6311970	+	393	27	23	23
PAOEAKHP_05735	contig_2_pilon	6312209	6313237	-	1029	636	650	595
PAOEAKHP_05736	contig_2_pilon	6313426	6313743	+	318	4	4	6
PAOEAKHP_05737	contig_2_pilon	6313745	6315055	-	1311	2	5	4
PAOEAKHP_05738	contig_2_pilon	6315052	6316314	-	1263	0	2	2
PAOEAKHP_05739	contig_2_pilon	6316489	6317262	-	774	0	2	6
PAOEAKHP_05740	contig_2_pilon	6317265	6318368	-	1104	0	2	4
PAOEAKHP_05741	contig_2_pilon	6318568	6319506	-	939	4	16	10
PAOEAKHP_05742	contig_2_pilon	6319621	6323865	-	4245	215	190	277
PAOEAKHP_05743	contig_2_pilon	6324065	6324538	-	474	0	11	12
PAOEAKHP_05744	contig_2_pilon	6324676	6325884	+	1209	74	98	118
PAOEAKHP_05745	contig_2_pilon	6325912	6326880	+	969	13	10	7
PAOEAKHP_05746	contig_2_pilon	6326965	6327849	-	885	2	0	4
PAOEAKHP_05747	contig_2_pilon	6327917	6328567	-	651	1023	1666	1210
PAOEAKHP_05748	contig_2_pilon	6328696	6329358	+	663	27625	20918	12982
PAOEAKHP_05749	contig_2_pilon	6329351	6330754	+	1404	902417	950131	809814
PAOEAKHP_05750	contig_2_pilon	6330867	6331343	-	477	1040	2621	1809
PAOEAKHP_05751	contig_2_pilon	6331460	6332245	-	786	5327	12239	9043
PAOEAKHP_05752	contig_2_pilon	6332242	6332892	-	651	277	558	558
PAOEAKHP_05753	contig_2_pilon	6332892	6333485	-	594	1168	2806	2237
PAOEAKHP_05754	contig_2_pilon	6333660	6334004	+	345	33	28	20
PAOEAKHP_05755	contig_2_pilon	6334001	6334306	+	306	10	3	5
PAOEAKHP_05756	contig_2_pilon	6334322	6335320	-	999	2	2	0
PAOEAKHP_05757	contig_2_pilon	6335439	6336752	+	1314	5	1	2
PAOEAKHP_05758	contig_2_pilon	6336819	6337328	+	510	26	16	22
PAOEAKHP_05759	contig_2_pilon	6337382	6337714	+	333	13	14	11
PAOEAKHP_05760	contig_2_pilon	6337872	6339572	+	1701	8	1	4
PAOEAKHP_05761	contig_2_pilon	6339626	6341968	-	2343	2	6	6
PAOEAKHP_05762	contig_2_pilon	6342087	6342662	-	576	6	16	20
PAOEAKHP_05763	contig_2_pilon	6342752	6344149	-	1398	0	14	10
PAOEAKHP_05764	contig_2_pilon	6344146	6344970	-	825	3	8	0
PAOEAKHP_05765	contig_2_pilon	6345034	6346206	+	1173	4	0	4
PAOEAKHP_05766	contig_2_pilon	6346203	6347222	+	1020	14	13	36
PAOEAKHP_05767	contig_2_pilon	6347256	6347960	-	705	28	28	142
PAOEAKHP_05768	contig_2_pilon	6348308	6349270	+	963	526	754	1777
PAOEAKHP_05769	contig_2_pilon	6349884	6350516	+	633	23	55	35
PAOEAKHP_05770	contig_2_pilon	6350661	6351167	+	507	43	20	26
PAOEAKHP_05771	contig_2_pilon	6351157	6352533	+	1377	118	169	134
PAOEAKHP_05772	contig_2_pilon	6352910	6353764	+	855	2	4	4
PAOEAKHP_05773	contig_2_pilon	6353943	6355196	+	1254	10	22	13
PAOEAKHP_05774	contig_2_pilon	6355196	6358297	+	3102	1209	1097	1329
PAOEAKHP_05775	contig_2_pilon	6358294	6358845	+	552	2	0	0
PAOEAKHP_05776	contig_2_pilon	6358950	6360377	-	1428	3218	3179	2766
PAOEAKHP_05777	contig_2_pilon	6360495	6361706	-	1212	69	34	43
PAOEAKHP_05778	contig_2_pilon	6361752	6363851	-	2100	42	29	31
PAOEAKHP_05779	contig_2_pilon	6364083	6365108	+	1026	207	261	285
PAOEAKHP_05780	contig_2_pilon	6365290	6365709	+	420	5	1	0
PAOEAKHP_05781	contig_2_pilon	6365706	6366104	+	399	4	2	11
PAOEAKHP_05782	contig_2_pilon	6366104	6366364	+	261	2	0	2
PAOEAKHP_05783	contig_2_pilon	6366434	6366739	-	306	14	16	11
PAOEAKHP_05784	contig_2_pilon	6366758	6368416	-	1659	16	21	22
PAOEAKHP_05785	contig_2_pilon	6368567	6369547	-	981	21	13	24
PAOEAKHP_05786	contig_2_pilon	6369672	6372275	-	2604	202	179	170
PAOEAKHP_05787	contig_2_pilon	6372313	6373092	-	780	13	5	26
PAOEAKHP_05788	contig_2_pilon	6373355	6373999	-	645	31	22	65
PAOEAKHP_05789	contig_2_pilon	6374005	6374706	-	702	250	296	287
PAOEAKHP_05790	contig_2_pilon	6374988	6379073	+	4086	26	18	28
PAOEAKHP_05791	contig_2_pilon	6379116	6379814	-	699	19	10	38
PAOEAKHP_05792	contig_2_pilon	6379838	6380689	-	852	2	2	0
PAOEAKHP_05793	contig_2_pilon	6380694	6381614	-	921	2	1	6
PAOEAKHP_05794	contig_2_pilon	6381611	6382975	-	1365	57	72	142
PAOEAKHP_05795	contig_2_pilon	6383041	6383730	-	690	34	57	23
PAOEAKHP_05796	contig_2_pilon	6383727	6385493	-	1767	2	0	22
PAOEAKHP_05797	contig_2_pilon	6385602	6386990	+	1389	47	48	48
PAOEAKHP_05798	contig_2_pilon	6387060	6387710	-	651	146	142	244
PAOEAKHP_05799	contig_2_pilon	6387881	6389590	+	1710	517	581	735
PAOEAKHP_05800	contig_2_pilon	6389651	6390229	-	579	52	58	76
PAOEAKHP_05801	contig_2_pilon	6390529	6390960	+	432	10	14	22
PAOEAKHP_05802	contig_2_pilon	6391070	6392134	+	1065	0	0	6
PAOEAKHP_05803	contig_2_pilon	6392171	6394681	-	2511	2	6	14
PAOEAKHP_05804	contig_2_pilon	6394868	6396433	-	1566	12	8	6
PAOEAKHP_05805	contig_2_pilon	6396682	6398382	-	1701	58	96	109
PAOEAKHP_05806	contig_2_pilon	6398379	6400463	-	2085	568	415	371
